,state,vet_pop,overall_pop_18,vet_pop_p,vet_suicides,all_suicides,vet_suicides_p,vet_males,vet_males_p,vet_females,vet_females_p,vet_15_24,vet_18_29,vet_17_34,vet_25_34,vet_30_39,vet_25_44,vet_35_44,vet_40_49,vet_35-54,vet_45_54,vet_50_59,vet_45_64,vet_55_64,vet_60,vet_65,vet_rate,civ_rate
11,Idaho,135394,1105360,0.12248860099877,75,252,0.297619047619048,74.0,0.986666666666667,1.0,0.013333333333333,1.0,,,4.0,,,,,25.0,,,,16.0,,32.0,55.3938874691641,18.2480623032148
12,Illinois,782182,9701259,0.080626854720609,229,1198,0.191151919866444,,0.0,,0.0,7.0,,,11.0,,,30.0,,,40.0,,,51.0,,90.0,29.2770736222516,10.864352892121
13,Indiana,486149,4787570,0.101543998312296,184,809,0.227441285537701,180.0,0.978260869565217,4.0,0.021739130434783,,9.0,,,15.0,,,20.0,,,32.0,,,103.0,,37.8484785528717,14.5300820356808
14,Iowa,245912,2290057,0.107382479999406,74,380,0.194736842105263,,0.0,,0.0,,,,,,,,,,,,,,,,30.0920654543089,14.9695838602447
15,Kansas,231810,2084264,0.111219116196413,74,337,0.219584569732938,73.0,0.986486486486486,1.0,0.013513513513514,7.0,,,6.0,,,10.0,,,10.0,,,12.0,,29.0,31.9226953108149,14.1973835787555
16,Kentucky,329768,3242747,0.101694026700202,51,612,0.083333333333333,,0.0,,0.0,,,,,,,,,,,,,,,,15.4654181121273,19.2586352321798
17,Louisiana,304756,3287010,0.092715264024144,97,532,0.182330827067669,,0.0,,0.0,,7.0,,,17.0,,,10.0,,,15.0,,,48.0,,31.8287416818701,14.5862827244091
18,Maine,136533,1038090,0.131523278328469,44,181,0.243093922651934,,0.0,,0.0,,,,,,,,,,,,,,,,32.2266411783232,15.1959332576864
19,Maryland,445742,4265690,0.104494700740091,92,507,0.181459566074951,,0.0,,0.0,1.0,,,8.0,,,5.0,,,13.0,,,21.0,,44.0,20.6397422724356,10.8640222327634
20,Massachusetts,422508,5062590,0.083456886692385,48,509,0.094302554027505,48.0,1.0,0.0,0.0,0.0,,,0.0,,,4.0,,,8.0,,,8.0,,28.0,11.360731631117,9.93516924916413
21,Michigan,720840,7603028,0.094809594282699,224,1180,0.189830508474576,219.0,0.977678571428571,5.0,0.022321428571429,12.0,,,13.0,,,33.0,,,41.0,,,45.0,,80.0,31.0748571111481,13.8909311980434
22,Minnesota,391485,3966540,0.098696849143082,110,596,0.184563758389262,109.0,0.990909090909091,1.0,0.009090909090909,4.0,,,6.0,,,10.0,,,20.0,,,30.0,,40.0,28.0981391368763,13.5941964529217
23,Mississippi,209831,2158203,0.097224867169585,81,409,0.198044009779951,81.0,1.0,0.0,0.0,1.0,,,6.0,,,8.0,,,16.0,,,11.0,,39.0,38.6024943883411,16.8345675261192
24,Missouri***,508839,4469294,0.113852210214857,180,779,0.231065468549422,177.0,0.983333333333333,3.0,0.016666666666667,6.0,,,12.0,,,24.0,,,33.0,,,33.0,,72.0,35.3746469905019,15.1245248336365
25,Montana,100543,741354,0.135620769564877,50,203,0.246305418719212,49.0,0.98,1.0,0.02,1.0,,,,,10.0,,,,,,17.0,,,22.0,49.7299662830829,23.8759946380446
26,Nebraska,147482,1329791,0.110906149913783,21,191,0.109947643979058,,0.0,,0.0,,,,,,,,,,,,,,,,14.2390257794172,14.3786438232306
27,Nevada,227277,1922260,0.118234265916161,131,528,0.248106060606061,,0.0,,0.0,5.0,,,4.0,,,9.0,,,23.0,,,37.0,,53.0,57.6389163883719,23.4220638201091
28,New Hampshire,121145,1021327,0.118615291674459,36,179,0.201117318435754,35.0,0.972222222222222,1.0,0.027777777777778,,,,,,,,,,,,,,,,29.716455487226,15.8856764520952
29,New Jersey,485053,6623050,0.073237103751293,77,615,0.12520325203252,75.0,0.974025974025974,2.0,0.025974025974026,1.0,,,2.0,,,12.0,,,14.0,,,15.0,,33.0,15.8745539147268,8.76507433939769
30,New Mexico,171725,1473640,0.116531174506664,80,419,0.190930787589499,76.0,0.95,4.0,0.05,3.0,,,4.0,,,10.0,,,20.0,,,9.0,,34.0,46.5861115155044,26.0385662658468
31,New York,1032622,15051925,0.068603982547083,224,1409,0.158977998580554,220.0,0.982142857142857,4.0,0.017857142857143,2.0,,,,,,7.0,,,6.0,,,54.0,,155.0,21.6923520901162,8.45263134693644
32,North Carolina,746259,6879572,0.108474626037783,238,1162,0.204819277108434,232.0,0.974789915966386,6.0,0.025210084033613,11.0,,,16.0,,,27.0,,,52.0,,,46.0,,86.0,31.8924126878202,15.0652673359406
33,North Dakota**,54688,493281,0.110865814819545,14,86,0.162790697674419,13.0,0.928571428571429,1.0,0.071428571428571,0.0,,,0.0,,,0.0,,,3.0,,,5.0,,5.0,25.5997659449971,16.4161306724002
34,Ohio,926863,8740001,0.106048386035654,264,1412,0.186968838526912,259.0,0.981060606060606,5.0,0.018939393939394,5.0,,,15.0,,,32.0,,,52.0,,,63.0,,97.0,28.4831738886977,14.6932000945075
35,Oklahoma,316987,2713979,0.116797882371234,145,575,0.252173913043478,,0.0,,0.0,6.0,,,11.0,,,22.0,,,23.0,,,24.0,,55.0,45.7432008252704,17.939150401837
36,Oregon,349013,2919847,0.119531263110704,140,572,0.244755244755245,136.0,0.971428571428571,4.0,0.028571428571429,4.0,,,8.0,,,19.0,,,22.0,,,36.0,,51.0,40.1131189955675,16.8038854317315
37,Pennsylvania,1023082,9671561,0.105782510186308,333,1539,0.216374269005848,330.0,0.990990990990991,3.0,0.009009009009009,5.0,,,20.0,,,43.0,,,61.0,,,73.0,,131.0,32.5487106605336,13.9446485329964
38,Rhode Island,82464,815584,0.101110369992545,16,110,0.145454545454545,,0.0,,0.0,,,,,,,,,,,,,,,,19.4024058983314,12.8219118288957
39,South Carolina,391275,3375008,0.115933058529046,137,565,0.242477876106195,131.0,0.956204379562044,6.0,0.043795620437956,9.0,,,5.0,,,11.0,,,20.0,,,42.0,,50.0,35.0137371413967,14.3444470399999
40,South Dakota,70852,601688,0.117755381526638,20,124,0.161290322580645,,0.0,,0.0,,,,,,,,,,,,,,,,28.2278552475583,19.5917383146584
41,Tennessee,503323,4720255,0.10663046805734,176,973,0.180883864337102,173.0,0.982954545454545,3.0,0.017045454545454,5.0,,,11.0,,,16.0,,,40.0,,,50.0,,54.0,34.967605295208,18.8999964903394
42,Texas,1603981,17493335,0.091690978306881,454,2552,0.177899686520376,445.0,0.980176211453744,9.0,0.019823788546256,,41.0,,,38.0,,,74.0,,,76.0,,,225.0,,28.304574680124,13.2038092926874
43,Utah,146547,1875269,0.078147188483359,55,390,0.141025641025641,55.0,1.0,0.0,0.0,5.0,,,6.0,,,5.0,,,11.0,,,16.0,,12.0,37.5306215753308,19.3784772797477
44,Vermont,53175,491776,0.10812849752733,15,94,0.159574468085106,14.0,0.933333333333333,1.0,0.066666666666667,0.0,,,0.0,,,1.0,,,3.0,,,6.0,,5.0,28.2087447108604,18.0118148385435
45,Virginia,720855,5812063,0.124027389241995,203,948,0.214135021097046,194.0,0.955665024630542,9.0,0.044334975369458,6.0,,,12.0,,,20.0,,,35.0,,,33.0,,87.0,28.1610032530814,14.6330694012109
46,Washington,606459,4942947,0.122691786903643,238,889,0.267716535433071,232.0,0.974789915966386,6.0,0.025210084033613,11.0,,,16.0,,,27.0,,,52.0,,,46.0,,86.0,39.2442028232741,15.0121480792752
47,West Virginia,171744,1426761,0.120373349145372,58,261,0.222222222222222,56.0,0.96551724137931,2.0,0.03448275862069,4.0,,,3.0,,,9.0,,,7.0,,,12.0,,23.0,33.7711943357555,16.1750797001156
48,Wisconsin,438533,4310254,0.101741799903208,131,743,0.176312247644684,,0.0,,0.0,0.0,,,6.0,,,17.0,,,24.0,,,45.0,,39.0,29.8723243176682,15.8069241042937
49,Wyoming,50704,401718,0.126217894144649,30,124,0.241935483870968,,0.0,,0.0,,,,,,,,,,,,,,,,59.1669296307984,26.7795586500823
