"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","playerid"
"Jorge Posada","Yankees","143","545","23","65","93","3","11.7 %","17.8 %",".215",".303",".277",".374",".492",".373","125","-4.6","13.1","12.4","4.3","34","841"
"Morgan Ensberg","Astros","127","495","23","67","58","1","20.4 %","19.4 %",".227",".251",".235",".396",".463",".373","124","0.0","15.3","8.0","3.8","30","556"
"Marcus Thames","Tigers","110","390","26","61","60","1","9.5 %","23.6 %",".293",".273",".256",".333",".549",".371","124","0.7","12.6","-8.5","1.7","29","1523"
"Mark Teahen","Royals","109","439","18","70","69","10","9.1 %","19.4 %",".226",".329",".290",".357",".517",".371","123","5.4","18.6","-2.3","3.0","24","4511"
"Victor Martinez","Indians","153","652","16","82","93","0","10.9 %","12.0 %",".149",".341",".316",".391",".465",".370","123","-10.4","9.3","-2.9","2.8","27","393"
"Scott Spiezio","Cardinals","119","321","13","44","52","1","11.5 %","20.6 %",".225",".312",".272",".366",".496",".370","123","1.3","11.1","-7.9","1.3","33","37"
"Gary Matthews Jr.","Rangers","147","690","19","102","79","10","8.4 %","14.3 %",".182",".343",".313",".371",".495",".369","118","-0.2","16.1","0.2","3.9","31","153"
"Nick Swisher","Athletics","157","672","35","106","95","1","14.4 %","22.6 %",".239",".283",".254",".372",".493",".369","124","2.1","23.3","-5.9","3.9","25","4599"
"Jeff Kent","Dodgers","115","473","14","61","68","1","11.6 %","14.6 %",".184",".321",".292",".385",".477",".369","123","-2.7","11.3","-9.9","1.7","38","1119"
"Nomar Garciaparra","Dodgers","122","523","20","82","93","3","8.0 %","5.7 %",".203",".288",".303",".367",".505",".369","122","-5.6","9.6","-6.0","2.0","32","190"
"Michael Cuddyer","Twins","150","635","24","102","109","6","9.8 %","20.5 %",".221",".328",".284",".362",".504",".368","123","2.0","21.1","-11.4","3.1","27","1534"
"Gabe Gross","Brewers","117","252","9","42","38","1","14.3 %","23.8 %",".202",".338",".274",".382",".476",".368","120","3.5","10.1","6.0","2.4","26","2184"
"Rich Aurilia","Reds","122","481","23","61","70","3","7.1 %","10.6 %",".218",".295",".300",".349",".518",".368","118","2.2","13.4","1.3","3.0","34","1106"
"Rocco Baldelli","Devil Rays","92","387","16","59","57","10","3.6 %","18.1 %",".231",".336",".302",".339",".533",".368","123","3.5","15.0","7.0","3.4","24","1656"
"Marlon Anderson","- - -","134","312","12","43","38","4","8.0 %","15.7 %",".215",".321",".297",".354",".513",".368","123","1.1","10.3","-4.5","1.6","32","947"
"Troy Glaus","Blue Jays","153","634","38","105","104","3","13.6 %","21.1 %",".261",".263",".252",".355",".513",".367","119","-0.7","15.2","-2.3","3.4","29","15"
"Stephen Drew","Diamondbacks","59","226","5","27","23","2","6.2 %","22.1 %",".201",".394",".316",".357",".517",".366","114","1.0","5.1","-2.1","1.0","23","4251"
"Adrian Gonzalez","Padres","156","631","24","83","82","0","8.2 %","17.9 %",".196",".340",".304",".362",".500",".365","126","-6.6","14.5","-5.3","2.9","24","1908"
"Freddy Sanchez","Pirates","157","632","6","85","85","3","4.9 %","8.2 %",".129",".364",".344",".378",".473",".365","119","2.8","18.8","7.9","4.6","28","1624"
"Alex Rios","Blue Jays","128","498","17","68","82","15","7.0 %","17.9 %",".213",".336",".302",".349",".516",".365","118","2.1","13.7","4.8","3.5","25","2090"
"Josh Willingham","Marlins","142","573","26","62","74","2","9.4 %","19.0 %",".219",".303",".277",".356",".496",".364","120","-1.2","13.4","-12.9","1.9","27","2103"
"Adam Dunn","Reds","160","683","40","99","92","7","16.4 %","28.4 %",".257",".276",".234",".365",".490",".363","115","1.6","14.8","-21.7","1.5","26","319"
"Scott Hatteberg","Reds","141","539","13","62","51","2","13.7 %","7.6 %",".147",".293",".289",".389",".436",".363","114","-1.6","8.6","-5.2","2.1","36","916"
"Raul Ibanez","Mariners","159","699","33","103","123","2","9.3 %","16.5 %",".227",".305",".289",".353",".516",".362","121","0.0","19.1","-7.7","3.4","34","607"
"Johnny Damon","Yankees","149","671","24","115","80","25","10.0 %","12.7 %",".197",".297",".285",".359",".482",".362","117","7.4","22.4","-8.3","3.6","32","185"
"Derrek Lee","Cubs","50","204","8","30","30","8","12.3 %","20.1 %",".189",".323",".286",".368",".474",".361","112","-0.5","2.6","-1.9","0.7","30","525"
"Andre Ethier","Dodgers","126","441","11","50","55","5","7.7 %","17.5 %",".169",".354",".308",".365",".477",".361","117","0.4","10.4","-2.8","2.2","24","6265"
"Eric Hinske","- - -","109","312","13","43","34","2","11.2 %","25.3 %",".217",".335",".271",".353",".487",".360","114","-1.3","4.3","-4.8","1.0","28","1305"
"Matt Diaz","Braves","124","323","7","37","32","5","3.4 %","15.2 %",".148",".367",".327",".364",".475",".359","114","-4.0","1.9","6.0","1.8","28","1771"
"Mike Cameron","Padres","141","634","22","88","83","25","11.2 %","22.4 %",".214",".321",".268",".355",".482",".359","122","6.3","24.2","1.2","4.5","33","1070"
"Ryan Garko","Indians","50","209","7","28","45","0","6.7 %","17.7 %",".178",".326",".292",".359",".470",".358","116","-2.2","2.1","-6.0","0.3","25","6319"
"Hanley Ramirez","Marlins","158","700","17","119","59","51","8.0 %","18.3 %",".188",".343",".292",".353",".480",".358","116","10.0","24.5","-2.6","4.4","22","8001"
"Jose Reyes","Mets","153","703","19","122","81","64","7.5 %","11.5 %",".187",".320",".300",".354",".487",".358","116","9.0","23.6","12.0","5.7","23","1736"
"Austin Kearns","- - -","150","629","24","86","86","9","12.1 %","21.5 %",".203",".308",".264",".363",".467",".358","114","0.2","11.6","7.7","3.9","26","332"
"Mike Piazza","Padres","126","439","22","39","68","0","7.7 %","15.0 %",".218",".290",".283",".342",".501",".358","121","-6.2","6.0","-0.7","1.9","37","893"
"Frank Catalanotto","Blue Jays","128","499","7","56","56","1","10.4 %","7.4 %",".140",".312",".300",".376",".439",".358","113","-1.1","7.6","1.7","2.6","32","1241"
"Edwin Encarnacion","Reds","117","467","15","60","72","6","8.8 %","16.7 %",".197",".307",".276",".359",".473",".358","111","2.7","9.5","-5.2","1.9","23","2151"
"Milton Bradley","Athletics","96","405","14","53","52","10","12.6 %","16.0 %",".171",".304",".276",".370",".447",".358","117","0.6","9.3","3.5","2.6","28","369"
"Wily Mo Pena","Red Sox","84","304","11","36","42","0","6.6 %","29.6 %",".188",".400",".301",".349",".489",".358","111","0.7","5.1","-5.4","1.0","24","344"
"Kevin Youkilis","Red Sox","147","680","13","100","72","5","13.4 %","17.6 %",".149",".327",".279",".381",".429",".357","111","1.5","10.8","-6.9","2.7","27","1935"
"Robb Quinlan","Angels","86","244","9","28","32","2","2.9 %","11.5 %",".171",".333",".321",".344",".491",".357","115","-0.3","4.3","-2.2","1.0","29","1779"
"Mike Napoli","Angels","99","325","16","47","42","2","15.7 %","27.7 %",".228",".276",".228",".360",".455",".357","115","1.8","7.9","7.0","2.5","24","3057"
"Jeff DaVanon","Diamondbacks","87","256","5","38","35","10","12.1 %","16.4 %",".158",".331",".290",".371",".448",".356","108","1.9","4.5","-4.5","0.8","32","1440"
"Richie Sexson","Mariners","158","663","34","75","107","1","9.7 %","23.2 %",".240",".300",".264",".338",".504",".356","117","-6.0","8.6","-6.8","2.4","31","709"
"Kevin Millar","Orioles","132","503","15","64","64","1","11.7 %","14.7 %",".165",".297",".272",".374",".437",".356","113","-7.5","0.6","-19.0","-0.1","34","529"
"Casey Blake","Indians","109","456","19","63","68","6","9.9 %","20.4 %",".197",".320",".282",".356",".479",".356","114","1.7","9.9","-6.7","1.8","32","719"
"Mike Lamb","Astros","126","422","12","70","45","2","8.3 %","13.0 %",".168",".329",".307",".361",".475",".355","112","-0.3","6.3","2.1","2.2","30","1258"
"Carl Crawford","Devil Rays","151","653","18","89","77","58","5.7 %","13.0 %",".177",".331",".305",".348",".482",".355","114","9.9","22.0","3.8","4.7","24","1201"
"Magglio Ordonez","Tigers","155","646","24","82","104","1","7.0 %","13.5 %",".179",".315",".298",".350",".477",".355","113","-5.5","5.0","-14.6","1.2","32","248"
"Rafael Furcal","Dodgers","159","736","15","113","63","37","9.9 %","13.3 %",".145",".333",".300",".369",".445",".355","113","4.5","17.0","-2.2","3.8","28","88"
"Gregg Zaun","Blue Jays","99","339","12","39","40","0","12.1 %","12.4 %",".190",".278",".272",".363",".462",".354","111","-2.1","2.8","0.6","1.5","35","580"
"Corey Koskie","Brewers","76","289","12","29","33","1","10.0 %","20.1 %",".230",".294",".261",".343",".490",".354","111","-1.7","2.4","5.9","1.7","33","738"
"Pablo Ozuna","White Sox","79","203","2","25","17","6","3.4 %","7.9 %",".116",".351",".328",".365",".444",".354","108","-0.3","1.9","-10.5","-0.2","31","1469"
"Prince Fielder","Brewers","157","648","28","82","81","7","9.1 %","19.3 %",".213",".297",".271",".347",".483",".354","110","-2.0","6.8","-21.5","0.7","22","4613"
"Matt Murton","Cubs","144","508","13","70","62","5","8.9 %","12.2 %",".147",".319",".297",".365",".444",".353","107","-1.5","2.9","9.5","2.8","24","6307"
"Tim Salmon","Angels","76","244","9","30","27","0","11.9 %","18.0 %",".185",".296",".265",".361",".450",".353","112","-0.7","3.1","-5.8","0.6","37","32"
"Mark DeRosa","Rangers","136","572","13","78","74","4","7.7 %","17.8 %",".160",".346",".296",".357",".456",".353","107","-2.1","3.2","6.8","2.9","31","1392"
"Conor Jackson","Diamondbacks","140","556","15","75","79","1","9.7 %","13.1 %",".151",".312",".291",".368",".441",".352","105","-2.7","1.1","-15.4","0.4","24","5997"
"Michael Young","Rangers","162","748","14","93","103","7","6.4 %","12.8 %",".145",".345",".314",".356",".459",".352","107","-3.9","2.6","6.3","3.4","29","1286"
"Jacque Jones","Cubs","149","578","27","73","81","9","6.1 %","20.1 %",".214",".319",".285",".334",".499",".352","106","-3.1","1.2","-6.3","1.4","31","735"
"Torii Hunter","Twins","147","611","31","86","98","12","7.4 %","17.7 %",".212",".294",".278",".336",".490",".352","113","-1.2","8.6","-6.3","2.3","30","731"
"Ramon Hernandez","Orioles","144","560","23","66","91","1","7.7 %","14.1 %",".204",".285",".275",".343",".479",".352","110","-1.6","5.5","17.8","4.1","30","918"
"John Rodriguez","Cardinals","102","212","2","31","19","0","9.9 %","21.2 %",".131",".379",".301",".374",".432",".351","111","-1.2","1.9","-2.8","0.6","28","2338"
"Ryan Zimmerman","Nationals","157","682","20","84","110","11","8.9 %","17.6 %",".184",".326",".287",".351",".471",".351","112","0.0","10.9","6.1","3.8","21","4220"
"David DeJesus","Royals","119","552","8","83","56","6","7.8 %","12.7 %",".151",".329",".295",".364",".446",".351","110","4.6","11.6","12.3","4.2","26","1825"
"Emil Brown","Royals","147","601","15","77","81","6","9.8 %","15.8 %",".171",".319",".287",".358",".457",".351","110","0.1","7.7","5.3","3.3","31","1197"
"Ty Wigginton","Devil Rays","122","486","24","55","79","4","6.6 %","20.0 %",".223",".301",".275",".330",".498",".350","111","-3.7","3.5","-7.3","1.3","28","1491"
"Joe Crede","White Sox","150","586","30","76","94","0","4.8 %","9.9 %",".222",".268",".283",".323",".506",".350","106","-2.7","1.5","19.0","3.9","28","227"
"Dan Uggla","Marlins","154","683","27","105","90","6","7.0 %","18.0 %",".198",".309",".282",".339",".480",".350","110","4.4","13.4","7.4","4.2","26","3442"
"Russell Branyan","- - -","91","282","18","37","36","2","12.1 %","31.6 %",".270",".270",".228",".327",".498",".349","112","2.5","7.0","-2.4","1.4","30","370"
"Edgar Renteria","Braves","149","673","14","100","70","17","9.2 %","13.2 %",".144",".324",".293",".361",".436",".349","108","0.8","7.7","7.2","3.6","29","1178"
"Jim Edmonds","Cardinals","110","408","19","52","70","4","13.0 %","24.8 %",".214",".302",".257",".350",".471",".348","109","-1.0","3.9","0.3","1.7","36","1153"
"Orlando Hudson","Diamondbacks","157","650","15","87","67","9","9.4 %","12.0 %",".168",".308",".287",".354",".454",".348","102","-0.8","1.2","-3.0","1.9","28","1307"
"Chris Shelton","Tigers","115","412","16","50","47","1","8.3 %","26.0 %",".193",".343",".273",".340",".466",".347","108","-2.0","2.0","-4.9","1.1","26","1891"
"Jamey Carroll","Rockies","136","534","5","84","36","10","10.5 %","12.4 %",".104",".339",".300",".377",".404",".347","97","-1.4","-3.5","13.3","2.7","32","1591"
"Aubrey Huff","- - -","131","517","21","57","66","0","9.7 %","12.4 %",".203",".267",".267",".344",".469",".346","107","0.8","5.7","-12.0","1.1","29","1213"
"Mike Lowell","Red Sox","153","631","20","79","80","2","7.4 %","9.7 %",".190",".287",".284",".339",".475",".346","103","-5.0","-2.3","6.5","2.5","32","527"
"Ben Broussard","- - -","144","465","21","61","63","2","5.6 %","22.2 %",".194",".333",".289",".331",".484",".346","108","1.8","6.9","-17.9","0.5","29","312"
"Jimmy Rollins","Phillies","158","758","25","127","83","36","7.5 %","10.6 %",".200",".281",".277",".334",".478",".346","103","4.8","7.6","12.0","4.3","27","971"
"Jeff Cirillo","Brewers","112","290","3","33","23","1","7.2 %","11.4 %",".095",".354",".319",".369",".414",".346","105","0.3","2.3","2.4","1.4","36","1073"
"Nick Markakis","Orioles","147","542","16","72","62","2","7.9 %","13.3 %",".157",".314",".291",".351",".448",".345","106","0.6","4.5","-2.9","2.0","22","5930"
"Ian Kinsler","Rangers","120","474","14","65","55","11","8.4 %","13.5 %",".168",".304",".286",".347",".454",".345","102","0.0","1.2","-6.3","1.1","24","6195"
"Gerald Laird","Rangers","78","260","7","46","22","3","4.6 %","20.8 %",".177",".353",".296",".332",".473",".345","102","-1.4","-0.8","8.1","1.6","26","1698"
"Jay Gibbons","Orioles","90","378","13","34","46","0","8.5 %","12.7 %",".181",".290",".277",".341",".458",".344","105","-5.0","-2.7","-11.4","-0.1","29","141"
"Jose Valentin","Mets","137","432","18","56","62","6","8.6 %","16.4 %",".219",".286",".271",".330",".490",".344","106","0.1","3.7","12.6","3.0","36","256"
"Maicer Izturis","Angels","104","399","5","64","44","14","9.5 %","8.8 %",".119",".313",".293",".365",".412",".343","106","3.3","6.2","-1.1","1.8","25","2437"
"Trot Nixon","Red Sox","114","453","8","59","52","0","13.2 %","12.4 %",".126",".292",".268",".373",".394",".342","101","-0.7","-0.1","1.6","1.7","32","204"
"Paul Lo Duca","Mets","124","551","5","80","49","3","4.4 %","6.9 %",".109",".335",".318",".355",".428",".342","105","-3.7","0.2","7.5","2.5","34","662"
"Brian Giles","Padres","158","717","14","87","83","9","14.5 %","8.4 %",".134",".272",".263",".374",".397",".342","111","-0.2","10.0","-2.8","3.0","35","990"
"Geoff Jenkins","Brewers","147","555","17","62","70","4","10.1 %","23.2 %",".163",".333",".271",".357",".434",".342","103","1.0","2.9","-7.8","1.3","31","690"
"Willy Aybar","- - -","79","278","4","32","30","1","10.1 %","12.9 %",".123",".315",".280",".364",".403",".342","104","-5.0","-3.7","1.3","0.7","23","2192"
"Chad Tracy","Diamondbacks","154","662","20","91","80","5","8.2 %","19.5 %",".169",".327",".281",".343",".451",".341","98","1.1","-0.6","-2.8","1.8","26","1888"
"Luis Gonzalez","Diamondbacks","153","668","15","93","73","0","10.3 %","8.7 %",".172",".277",".271",".352",".444",".341","98","0.7","-1.3","-11.8","0.9","38","55"
"Tadahito Iguchi","White Sox","138","627","18","97","67","11","9.4 %","17.5 %",".141",".322",".281",".352",".422",".340","99","1.6","1.0","-4.5","1.8","31","8581"
"Ryan Freel","Reds","132","523","8","67","27","37","10.9 %","18.7 %",".128",".330",".271",".363",".399",".340","100","2.4","2.1","19.7","3.8","30","1207"
"Rickie Weeks Jr.","Brewers","95","413","8","73","34","19","7.3 %","22.3 %",".125",".351",".279",".363",".404",".340","102","3.8","4.7","-8.9","0.9","23","1849"
"Eric Chavez","Athletics","137","576","22","74","72","3","14.6 %","17.4 %",".194",".257",".241",".351",".435",".340","105","-2.9","0.7","14.6","3.4","28","906"
"Mike Jacobs","Marlins","136","520","20","54","77","3","8.7 %","20.2 %",".211",".295",".262",".325",".473",".340","104","-3.3","-0.9","-13.1","0.3","25","2231"
"Russell Martin","Dodgers","121","468","10","65","65","10","9.6 %","12.2 %",".154",".305",".282",".355",".436",".340","103","-1.4","0.6","8.6","2.4","23","4616"
"Corey Hart","Brewers","87","256","9","32","33","5","6.6 %","22.7 %",".186",".337",".283",".328",".468",".339","101","-2.3","-1.9","-3.7","0.3","24","1945"
"Ichiro Suzuki","Mariners","161","752","9","110","49","45","6.5 %","9.4 %",".094",".348",".322",".370",".416",".339","106","11.3","16.9","15.2","5.6","32","1101"
"Adrian Beltre","Mariners","156","681","25","88","89","11","6.9 %","17.3 %",".197",".294",".268",".328",".465",".339","106","-1.2","3.7","20.7","4.6","27","639"
"Doug Mientkiewicz","Royals","91","361","4","37","43","3","9.7 %","13.9 %",".127",".321",".283",".359",".411",".338","102","-4.0","-3.3","0.3","0.9","32","741"
"Ryan Shealy","- - -","56","219","7","31","37","1","6.8 %","24.7 %",".173",".348",".277",".333",".450",".338","101","-0.9","-0.6","2.3","0.9","26","4443"
"Kenji Johjima","Mariners","144","542","18","61","76","3","3.7 %","8.5 %",".160",".290",".291",".332",".451",".338","105","-3.8","-0.3","11.1","2.8","30","5811"
"Xavier Nady","- - -","130","512","17","57","63","3","5.9 %","16.6 %",".173",".311",".280",".337",".453",".338","102","-0.6","0.8","-15.6","0.2","27","1658"
