"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","playerid"
"Josh Bard","Padres","118","443","5","42","51","0","11.3 %","13.1 %",".118",".322",".285",".364",".404",".337","108","-6.7","-2.3","-1.2","1.1","29","1578"
"Jose Reyes","Mets","160","765","12","119","57","78","10.1 %","10.2 %",".141",".302",".280",".354",".421",".337","101","11.6","13.0","18.9","5.6","24","1736"
"Willy Taveras","Rockies","97","408","2","64","24","33","5.1 %","13.5 %",".062",".370",".320",".367",".382",".337","91","5.0","0.4","-4.8","0.9","25","1876"
"Carlos Delgado","Mets","139","607","24","71","87","4","8.6 %","19.4 %",".190",".286",".258",".333",".448",".336","101","-4.6","-3.9","-10.8","0.5","35","1297"
"Greg Dobbs","Phillies","142","358","10","45","55","3","8.1 %","18.7 %",".179",".311",".272",".330",".451",".334","95","1.3","-1.1","-2.6","0.8","28","2158"
"Mike Jacobs","Marlins","114","460","17","57","54","1","6.7 %","22.0 %",".192",".311",".265",".317",".458",".334","97","-3.4","-5.0","-15.6","-0.5","26","2231"
"Mark Teahen","Royals","144","608","7","78","60","13","9.0 %","20.9 %",".125",".359",".285",".353",".410",".333","99","1.8","0.8","4.1","2.5","25","4511"
"Johnny Damon","Yankees","141","605","12","93","63","27","10.9 %","13.1 %",".126",".297",".270",".351",".396",".333","100","6.1","6.3","-3.1","2.4","33","185"
"Geoff Jenkins","Brewers","132","464","21","45","64","2","6.9 %","25.0 %",".217",".301",".255",".319",".471",".333","98","-2.6","-3.8","1.1","1.2","32","690"
"Juan Encarnacion","Cardinals","78","307","9","43","47","2","5.9 %","14.0 %",".163",".302",".283",".324",".445",".333","99","-1.5","-1.9","-16.2","-0.8","31","320"
"Mike Cameron","Padres","151","651","21","88","78","18","10.3 %","24.6 %",".189",".298",".242",".328",".431",".333","105","5.8","9.9","-12.1","1.9","34","1070"
"Melvin Mora","Orioles","126","527","14","67","58","9","8.9 %","15.7 %",".143",".304",".274",".341",".418",".332","99","-3.8","-4.4","8.4","2.2","35","157"
"Sammy Sosa","Rangers","114","454","21","53","92","0","7.5 %","24.7 %",".216",".292",".252",".311",".468",".332","96","-0.8","-2.8","-9.7","0.3","38","302"
"Jose Bautista","Pirates","142","614","15","75","63","6","11.1 %","16.4 %",".160",".284",".254",".339",".414",".332","97","-4.7","-7.1","-6.3","0.7","26","1887"
"Gabe Gross","Brewers","93","210","7","28","24","3","11.9 %","17.6 %",".202",".257",".235",".329",".437",".332","97","2.1","1.3","-0.1","0.8","27","2184"
"Scott Hairston","- - -","107","294","11","37","36","2","8.8 %","18.7 %",".209",".268",".243",".313",".452",".332","95","-1.0","-3.1","6.9","1.3","27","1926"
"Maicer Izturis","Angels","102","374","6","47","51","7","8.8 %","10.4 %",".116",".308",".289",".349",".405",".332","99","2.7","2.5","4.0","1.9","26","2437"
"Ronnie Belliard","Nationals","147","557","11","57","58","3","6.1 %","12.9 %",".137",".316",".290",".332",".427",".331","99","2.5","1.8","3.3","2.3","32","677"
"Tadahito Iguchi","- - -","135","533","9","67","43","14","10.7 %","16.5 %",".133",".307",".267",".347",".400",".331","95","3.7","0.1","-2.2","1.6","32","8581"
"Rajai Davis","- - -","75","219","1","32","9","22","9.6 %","12.8 %",".095",".321",".279",".361",".374",".331","95","2.7","1.3","0.8","0.9","26","3708"
"David Eckstein","Cardinals","117","484","3","58","31","10","5.0 %","4.5 %",".074",".315",".309",".356",".382",".330","97","-1.8","-3.5","-5.0","0.7","32","10"
"Willie Harris","Braves","117","391","2","56","32","17","10.2 %","18.2 %",".122",".332",".270",".349",".392",".330","96","2.1","-0.1","2.0","1.4","29","236"
"Ryan Klesko","Giants","116","411","6","51","44","5","11.2 %","16.5 %",".141",".304",".260",".344",".401",".330","94","-0.8","-3.9","-1.7","0.8","36","1041"
"Kenji Johjima","Mariners","135","513","14","52","61","0","2.9 %","8.0 %",".146",".289",".287",".322",".433",".330","101","-6.5","-6.1","13.5","2.5","31","5811"
"Brian McCann","Braves","139","552","18","51","92","0","6.3 %","13.4 %",".183",".282",".270",".320",".452",".329","95","-6.9","-10.4","7.8","1.5","23","4810"
"Kaz Matsui","Rockies","104","453","4","84","37","32","7.5 %","15.2 %",".117",".337",".288",".342",".405",".329","87","7.3","-0.6","13.0","2.7","31","1854"
"Wily Mo Pena","- - -","110","317","13","42","39","2","6.9 %","29.7 %",".187",".330",".253",".319",".439",".329","96","-0.3","-1.8","-9.5","-0.1","25","344"
"Shannon Stewart","Athletics","146","630","12","79","48","11","7.5 %","9.5 %",".104",".306",".290",".345",".394",".329","100","-0.1","-0.1","-11.5","1.0","33","1322"
"Scott Spiezio","Cardinals","82","257","4","31","31","0","10.5 %","15.6 %",".117",".308",".269",".354",".386",".329","97","-1.4","-2.5","-3.9","0.2","34","37"
"Orlando Cabrera","Angels","155","701","8","101","86","20","6.3 %","9.1 %",".096",".319",".301",".345",".397",".328","97","7.9","5.4","19.2","4.8","32","766"
"Marcus Thames","Tigers","86","284","18","37","54","2","4.6 %","25.4 %",".257",".261",".242",".278",".498",".328","96","-0.6","-2.2","-2.2","0.5","30","1523"
"Esteban German","Royals","121","405","4","49","37","11","10.6 %","14.8 %",".112",".307",".264",".351",".376",".327","94","-0.7","-3.5","1.1","1.1","29","1449"
"Joey Gathright","Royals","74","261","0","28","19","9","7.7 %","13.8 %",".035",".365",".307",".371",".342",".327","94","0.1","-1.9","7.0","1.4","26","3913"
"Luis Castillo","- - -","135","615","1","91","38","19","8.6 %","7.3 %",".058",".325",".301",".362",".359",".326","96","7.5","4.5","3.2","2.8","31","513"
"Chris Young","Diamondbacks","148","624","32","85","68","27","6.9 %","22.6 %",".230",".257",".237",".295",".467",".326","87","4.3","-6.3","-6.0","0.8","23","3882"
"Mark Loretta","Astros","133","511","4","52","41","1","8.6 %","8.0 %",".085",".308",".287",".352",".372",".326","93","-5.4","-9.7","1.5","0.8","35","1383"
"Jason Bay","Pirates","145","614","21","78","84","4","9.6 %","23.0 %",".171",".292",".247",".327",".418",".326","93","0.8","-4.9","-25.7","-1.0","28","1717"
"Mike Fontenot","Cubs","86","260","3","32","29","5","8.5 %","16.5 %",".124",".325",".278",".336",".402",".325","88","1.1","-3.0","0.9","0.6","27","3912"
"Gregg Zaun","Blue Jays","110","391","10","43","52","0","13.0 %","14.1 %",".169",".257",".242",".341",".411",".325","95","-4.4","-6.9","4.1","1.0","36","580"
"Sean Casey","Tigers","143","496","4","40","54","2","7.9 %","8.5 %",".097",".318",".296",".353",".393",".324","93","-3.2","-7.4","-9.1","0.1","32","314"
"Ross Gload","Royals","102","346","7","37","51","2","4.6 %","11.3 %",".153",".301",".288",".318",".441",".324","92","-3.0","-6.3","-2.5","0.3","31","1538"
"So Taguchi","Cardinals","130","340","3","48","30","7","6.8 %","9.4 %",".078",".315",".290",".350",".368",".324","93","-1.3","-4.2","-2.4","0.4","37","1186"
"Kurt Suzuki","Athletics","68","248","7","27","39","0","9.7 %","15.7 %",".160",".267",".249",".327",".408",".323","96","0.3","-1.0","4.4","1.2","23","8259"
"David DeJesus","Royals","157","703","7","101","58","10","9.1 %","11.8 %",".112",".289",".260",".351",".372",".323","92","3.6","-3.8","2.3","2.2","27","1825"
"Eric Chavez","Athletics","90","379","15","43","46","4","9.0 %","20.1 %",".205",".264",".240",".306",".446",".323","96","-2.0","-4.1","-0.1","0.9","29","906"
"Rob Mackowiak","- - -","113","329","6","40","38","4","7.9 %","21.6 %",".123",".326",".263",".337",".386",".322","92","2.8","-0.8","-2.5","0.8","31","995"
"John Buck","Royals","113","399","18","41","48","0","9.0 %","23.1 %",".207",".243",".222",".308",".429",".322","91","-2.0","-6.7","3.9","1.1","26","2041"
"Khalil Greene","Padres","153","659","27","89","97","4","4.9 %","19.4 %",".214",".274",".254",".291",".468",".321","98","2.3","0.2","6.4","2.8","27","1826"
"Bill Hall","Brewers","136","503","14","59","63","4","8.0 %","25.4 %",".170",".319",".254",".315",".425",".321","90","0.6","-5.8","5.2","1.6","27","1605"
"Gary Matthews Jr.","Angels","140","579","18","79","72","18","9.5 %","17.6 %",".167",".279",".252",".323",".419",".321","92","7.2","1.7","-8.5","1.3","32","153"
"Jacque Jones","Cubs","135","495","5","52","66","6","6.9 %","14.1 %",".115",".325",".285",".335",".400",".321","85","-4.3","-13.9","6.0","0.8","32","735"
"Ben Broussard","Mariners","99","264","7","27","29","2","6.4 %","18.9 %",".129",".317",".275",".330",".404",".321","95","-2.4","-4.2","-8.2","-0.3","30","312"
"Morgan Ensberg","- - -","115","324","12","47","39","0","11.7 %","20.7 %",".174",".259",".230",".320",".404",".320","91","-3.6","-7.4","-8.0","-0.5","31","556"
"Scott Rolen","Cardinals","112","441","8","55","58","5","8.4 %","12.7 %",".133",".287",".265",".331",".398",".320","91","0.6","-4.7","14.2","2.4","32","970"
"Jim Edmonds","Cardinals","117","411","12","39","53","0","10.0 %","18.2 %",".151",".285",".252",".325",".403",".320","90","-2.2","-7.3","-0.9","0.5","37","1153"
"Greg Norton","Devil Rays","75","240","4","25","23","1","15.4 %","22.9 %",".104",".313",".243",".358",".347",".319","92","-0.7","-3.1","-8.6","-0.3","34","1388"
"Kevin Mench","Brewers","101","308","8","39","37","3","5.2 %","6.8 %",".174",".263",".267",".305",".441",".319","89","2.0","-2.4","3.6","1.1","29","1261"
"Jarrod Saltalamacchia","- - -","93","329","11","39","33","0","5.8 %","22.8 %",".156",".318",".266",".310",".422",".319","88","-1.4","-6.6","-6.3","-0.2","22","5557"
"Ramon Hernandez","Orioles","106","409","9","40","62","1","8.8 %","14.4 %",".124",".284",".258",".333",".382",".318","90","-2.4","-7.7","4.3","1.0","31","918"
"Carlos Ruiz","Phillies","115","429","6","42","54","6","9.8 %","11.4 %",".136",".283",".259",".340",".396",".318","84","-1.0","-9.7","9.8","1.4","28","2579"
"Mike Piazza","Athletics","83","329","8","33","44","0","5.5 %","18.5 %",".139",".318",".275",".313",".414",".318","92","-2.9","-6.1","-7.9","-0.3","38","893"
"Andy Phillips","Yankees","61","207","2","27","25","0","5.8 %","12.6 %",".081",".327",".292",".338",".373",".317","90","-1.3","-4.0","-2.7","0.0","30","2075"
"Elijah Dukes","Devil Rays","52","220","10","27","21","2","15.0 %","20.0 %",".201",".191",".190",".318",".391",".317","90","-1.2","-3.8","-5.5","-0.2","23","4946"
"Jason Michaels","Indians","105","295","7","43","39","3","6.8 %","16.9 %",".127",".305",".270",".324",".397",".317","91","0.7","-2.5","7.0","1.4","31","1399"
"Melky Cabrera","Yankees","150","612","8","66","73","13","7.0 %","11.1 %",".117",".295",".273",".327",".391",".317","89","-0.2","-8.4","-7.2","0.5","22","4022"
"Alex Gordon","Royals","151","601","15","60","60","14","6.8 %","22.8 %",".164",".303",".247",".314",".411",".316","87","2.7","-7.1","8.9","2.2","23","5209"
"Coco Crisp","Red Sox","145","591","6","85","60","28","8.5 %","14.2 %",".114",".306",".268",".330",".382",".316","85","8.4","-2.6","27.1","4.4","27","1572"
"Andruw Jones","Braves","154","659","26","83","94","5","10.6 %","20.9 %",".191",".242",".222",".311",".413",".315","86","-1.1","-13.3","25.5","3.3","30","96"
"Bengie Molina","Giants","134","517","19","38","81","0","2.9 %","10.3 %",".157",".276",".276",".298",".433",".315","85","-6.1","-16.4","9.5","1.0","32","24"
"Delmon Young","Devil Rays","162","681","13","65","93","10","3.8 %","18.6 %",".119",".338",".288",".316",".408",".315","89","-2.5","-11.9","-13.8","-0.2","21","2140"
"Javier Valentin","Reds","97","265","2","19","34","0","7.2 %","9.4 %",".111",".298",".276",".328",".387",".314","81","-3.5","-10.1","0.9","0.0","31","759"
"Eric Hinske","Red Sox","84","218","6","25","21","3","12.8 %","24.8 %",".194",".252",".204",".317",".398",".313","84","-0.3","-4.8","-5.2","-0.2","29","1305"
"Jason Bartlett","Twins","140","570","5","75","43","23","8.8 %","12.8 %",".096",".300",".265",".339",".361",".313","88","8.0","-0.3","14.8","3.3","27","8219"
"Yadier Molina","Cardinals","111","396","6","30","40","1","8.6 %","10.9 %",".093",".295",".275",".340",".368",".313","86","-6.7","-13.8","15.1","1.4","24","7007"
"Yuniesky Betancourt","Mariners","155","559","9","72","67","5","2.7 %","8.6 %",".129",".302",".289",".308",".418",".313","89","1.3","-6.3","2.3","1.5","25","8585"
"Kevin Frandsen","Giants","109","296","5","26","31","4","7.1 %","8.1 %",".110",".277",".269",".331",".379",".312","83","-5.1","-11.7","-0.2","-0.2","25","7528"
"Yorvit Torrealba","Rockies","113","443","8","47","47","2","7.7 %","16.5 %",".121",".294",".255",".323",".376",".311","75","-2.3","-16.7","8.0","0.6","28","1135"
"Mike Redmond","Twins","82","298","1","23","38","0","6.0 %","7.7 %",".059",".315",".294",".346",".353",".311","87","-2.4","-7.3","2.2","0.5","36","538"
"Marco Scutaro","Athletics","104","379","7","49","41","2","9.2 %","10.6 %",".101",".276",".260",".332",".361",".311","88","-0.8","-6.6","-2.7","0.4","31","1555"
"Dave Roberts","Giants","114","443","2","61","23","31","9.5 %","14.9 %",".104",".308",".260",".331",".364",".311","82","5.1","-5.3","-8.2","0.1","35","670"
"Ronny Paulino","Pirates","133","494","11","56","55","2","6.7 %","16.0 %",".127",".295",".263",".314",".389",".311","83","-2.5","-13.3","8.3","1.1","26","2129"
"Mike Sweeney","Royals","74","289","7","26","38","0","5.9 %","10.0 %",".143",".268",".260",".315",".404",".311","83","0.5","-5.5","-7.5","-0.3","33","634"
"Lyle Overbay","Blue Jays","122","476","10","49","44","2","9.9 %","16.4 %",".151",".271",".240",".315",".391",".309","84","-2.0","-11.4","-6.2","-0.1","30","1617"
"A.J. Pierzynski","White Sox","136","509","14","54","50","1","4.9 %","13.0 %",".140",".278",".263",".309",".403",".309","81","-6.2","-18.6","9.1","0.8","30","746"
"Jason Tyner","Twins","114","328","1","42","22","8","4.9 %","7.9 %",".069",".309",".286",".331",".355",".308","85","1.6","-4.6","-0.2","0.6","30","1232"
"Ivan Rodriguez","Tigers","129","515","11","50","63","2","1.7 %","18.6 %",".139",".327",".281",".294",".420",".308","82","-3.1","-14.5","11.9","1.5","35","1275"
"Rafael Furcal","Dodgers","138","643","6","87","47","25","8.6 %","10.6 %",".084",".296",".270",".333",".355",".308","82","1.3","-13.3","6.0","1.4","29","88"
"Chris Gomez","- - -","92","240","1","21","21","1","4.2 %","10.8 %",".077",".330",".297",".325",".374",".307","83","-3.6","-8.7","-0.8","-0.1","36","1208"
"Nomar Garciaparra","Dodgers","121","466","7","39","59","3","6.7 %","8.8 %",".088",".297",".283",".328",".371",".307","82","0.9","-9.9","-15.6","-1.0","33","190"
"Juan Pierre","Dodgers","162","729","0","96","41","64","4.5 %","5.1 %",".060",".310",".293",".331",".353",".307","82","13.8","-3.2","3.6","2.4","29","443"
"Jose Cruz","Padres","91","293","6","37","21","6","10.6 %","22.2 %",".141",".290",".234",".316",".375",".307","88","1.2","-3.3","2.0","0.8","33","1296"
"Vernon Wells","Blue Jays","149","642","16","85","80","10","7.6 %","13.9 %",".158",".262",".245",".304",".402",".307","83","3.0","-10.9","7.1","1.8","28","1326"
"Pedro Feliz","Giants","150","590","20","61","72","2","4.9 %","11.9 %",".165",".257",".253",".290",".418",".306","79","-5.4","-21.8","25.7","2.3","32","1112"
"Richie Sexson","Mariners","121","491","21","58","63","1","10.4 %","20.4 %",".194",".217",".205",".295",".399",".305","84","-0.9","-10.6","-21.9","-1.5","32","709"
"Jeff Conine","- - -","101","292","6","25","37","4","9.2 %","12.3 %",".129",".267",".254",".317",".383",".305","76","2.0","-7.2","-6.4","-0.4","41","131"
"Alfredo Amezaga","Marlins","133","448","2","46","30","13","7.8 %","11.6 %",".095",".293",".263",".324",".358",".305","79","0.9","-11.5","17.2","2.0","29","1"
"Jeff Cirillo","- - -","78","218","2","24","27","2","8.7 %","8.7 %",".119",".264",".249",".316",".368",".305","81","0.0","-5.3","2.4","0.4","37","1073"
"Chris Iannetta","Rockies","67","234","4","22","27","0","12.4 %","24.8 %",".132",".285",".218",".330",".350",".305","71","-0.1","-9.0","4.3","0.3","24","8267"
"Tony Graffanino","Brewers","86","260","9","34","30","0","9.2 %","16.9 %",".152",".256",".238",".315",".390",".304","79","-0.8","-8.0","7.6","0.8","35","235"
"Brandon Inge","Tigers","151","577","14","64","71","9","8.1 %","26.0 %",".140",".305",".236",".312",".376",".303","79","0.2","-14.9","12.5","1.7","30","470"
"Danny Richar","White Sox","56","206","6","30","15","1","7.8 %","16.0 %",".176",".248",".230",".289",".406",".303","77","0.3","-5.8","-2.5","-0.1","24","3767"
"Corey Patterson","Orioles","132","503","8","65","45","37","4.2 %","12.9 %",".117",".296",".269",".304",".386",".302","79","6.7","-6.6","2.7","1.3","27","300"
"Ryan Theriot","Cubs","148","597","3","80","45","28","8.2 %","8.4 %",".080",".287",".266",".326",".346",".302","73","2.3","-18.8","8.5","0.9","27","3811"
"Trot Nixon","Indians","99","354","3","30","31","0","12.4 %","16.7 %",".085",".298",".251",".342",".336",".302","81","-1.6","-10.1","-11.1","-0.9","33","204"
"Aaron Miles","Cardinals","133","449","2","55","32","2","5.6 %","8.9 %",".058",".313",".290",".328",".348",".302","79","1.4","-11.0","-4.9","-0.1","30","1844"
"Geoff Blum","Padres","122","370","5","34","33","0","8.6 %","14.1 %",".115",".283",".252",".319",".367",".302","85","-0.3","-7.6","-2.2","0.2","34","550"
"Stephen Drew","Diamondbacks","150","619","12","60","60","9","9.7 %","16.2 %",".133",".267",".238",".313",".370",".300","70","3.7","-20.3","-5.8","-0.6","24","4251"
"Johnny Estrada","Brewers","120","464","10","40","54","0","2.6 %","9.3 %",".124",".285",".278",".296",".403",".300","77","-3.5","-17.6","-1.0","-0.3","31","955"
"Paul Lo Duca","Mets","119","488","9","46","54","2","4.9 %","6.8 %",".106",".271",".272",".311",".378",".300","77","-6.3","-20.6","6.0","0.1","35","662"
"Chris Duffy","Pirates","70","270","3","31","22","13","7.8 %","15.9 %",".108",".288",".249",".313",".357",".299","76","2.6","-6.0","-3.3","0.0","27","3605"
"Ramon Vazquez","Rangers","104","345","8","42","28","1","8.4 %","20.9 %",".143",".275",".230",".300",".373",".299","74","0.9","-10.4","2.0","0.3","30","1058"
"Terrmel Sledge","Padres","100","233","7","22","23","1","11.6 %","25.8 %",".150",".259",".210",".310",".360",".298","83","-1.4","-6.7","-4.6","-0.3","30","1878"
"Miguel Montero","Diamondbacks","84","244","10","30","37","0","8.2 %","14.3 %",".173",".217",".224",".292",".397",".297","68","-1.5","-11.6","0.4","-0.3","23","3364"
"Alex Cora","Red Sox","83","232","3","30","18","1","3.0 %","9.9 %",".140",".262",".246",".298",".386",".297","73","0.4","-7.5","4.3","0.5","31","1386"
"Rich Aurilia","Giants","99","358","5","40","33","0","6.1 %","12.6 %",".116",".277",".252",".304",".368",".297","73","0.7","-11.9","2.5","0.2","35","1106"
"Scott Podsednik","White Sox","62","235","2","30","11","12","5.5 %","15.3 %",".126",".284",".243",".299",".369",".296","72","-1.6","-9.9","-0.6","-0.2","31","1095"
"Chris Burke","Astros","111","363","6","39","28","9","7.4 %","14.3 %",".129",".256",".229",".304",".357",".295","73","-1.2","-13.7","-3.5","-0.5","27","2164"
"Adam Lind","Blue Jays","89","311","11","34","46","1","5.1 %","20.9 %",".162",".269",".238",".278",".400",".295","75","-0.8","-10.6","3.0","0.3","23","8027"
"Juan Uribe","White Sox","150","563","20","55","68","1","6.0 %","19.9 %",".160",".259",".234",".284",".394",".294","71","-1.1","-21.5","8.3","0.6","28","454"
"Ryan Freel","Reds","75","304","3","44","16","15","5.9 %","15.5 %",".101",".286",".245",".308",".347",".294","68","1.4","-11.2","-2.5","-0.4","31","1207"
"Brian Schneider","Nationals","129","477","6","33","54","0","11.7 %","11.7 %",".100",".255",".235",".326",".336",".294","75","-4.4","-19.7","10.0","0.6","30","795"
"Felipe Lopez","Nationals","154","671","9","70","50","24","7.9 %","16.2 %",".106",".283",".245",".308",".352",".294","75","-3.6","-25.4","1.4","-0.2","27","1311"
"Nelson Cruz","Rangers","96","333","9","35","34","2","6.3 %","26.1 %",".150",".297",".235",".287",".384",".294","71","-0.7","-13.0","0.0","-0.1","26","2434"
"Jay Payton","Orioles","131","470","7","48","58","5","4.7 %","8.9 %",".120",".266",".256",".292",".376",".292","72","-0.9","-17.2","-5.8","-0.7","34","890"
"Darin Erstad","White Sox","87","347","4","33","32","7","8.1 %","12.7 %",".087",".278",".248",".310",".335",".291","69","2.7","-11.0","6.4","0.7","33","11"
"Wes Helms","Phillies","112","308","5","21","39","0","6.2 %","20.1 %",".121",".295",".246",".297",".368",".291","67","-2.7","-16.0","-0.3","-0.6","31","94"
"Jerry Owens","White Sox","93","389","1","44","17","32","6.9 %","16.2 %",".045",".322",".267",".324",".312",".291","69","5.9","-9.5","4.5","0.8","26","6002"
"Craig Biggio","Astros","141","555","10","68","50","4","4.1 %","20.2 %",".130",".300",".251",".285",".381",".291","70","-0.2","-21.6","-5.3","-0.8","41","549"
"Brad Ausmus","Astros","117","397","3","38","25","6","9.3 %","18.6 %",".089",".289",".235",".318",".324",".290","70","-1.8","-17.2","2.5","-0.2","38","546"
"Carlos Quentin","Diamondbacks","81","263","5","29","31","2","6.8 %","20.5 %",".135",".253",".214",".298",".349",".289","63","0.0","-12.8","3.0","-0.1","24","6274"
"Todd Linden","- - -","115","204","1","21","11","4","9.3 %","28.9 %",".071",".355",".245",".319",".315",".288","68","0.3","-8.3","-2.5","-0.4","27","1803"
"Nook Logan","Nationals","118","350","0","39","21","23","5.4 %","24.6 %",".080",".358",".265",".304",".345",".288","71","1.8","-11.4","4.9","0.5","27","2076"
"Damian Miller","Brewers","58","206","4","19","24","1","6.8 %","18.9 %",".113",".274",".237",".296",".349",".288","68","-2.0","-10.4","5.4","0.2","37","65"
"Craig Counsell","Brewers","122","334","3","31","24","4","12.3 %","14.1 %",".089",".252",".220",".323",".309",".287","68","-0.5","-14.3","9.5","0.6","36","52"
"David Ross","Reds","112","348","17","32","39","0","8.6 %","26.4 %",".196",".225",".203",".271",".399",".287","63","-2.2","-18.8","12.2","0.5","30","1551"
"Julio Lugo","Red Sox","147","630","8","71","73","33","7.6 %","13.0 %",".112",".262",".237",".294",".349",".286","66","3.5","-23.6","5.7","0.4","31","565"
"Miguel Olivo","Marlins","122","469","16","43","60","3","3.0 %","26.2 %",".168",".290",".237",".262",".405",".286","66","-0.9","-21.4","13.5","0.7","28","1638"
"Emil Brown","Royals","113","397","6","44","62","12","6.0 %","17.9 %",".090",".298",".257",".300",".347",".285","66","1.8","-15.0","4.7","0.3","32","1197"
"Reed Johnson","Blue Jays","79","307","2","31","14","4","5.2 %","18.2 %",".084",".290",".236",".305",".320",".285","68","-1.1","-13.4","-4.8","-0.7","30","1702"
"Jamey Carroll","Rockies","108","268","2","45","22","6","10.4 %","12.7 %",".075",".253",".225",".317",".300",".283","57","2.9","-12.1","5.7","0.2","33","1591"
"Marcus Giles","Padres","116","476","4","52","39","10","9.2 %","17.2 %",".088",".273",".229",".304",".317",".282","72","4.7","-12.3","-3.1","0.0","29","89"
"Jose Lopez","Mariners","149","561","11","58","62","2","3.6 %","11.4 %",".103",".268",".252",".284",".355",".282","69","-5.2","-27.2","2.0","-0.6","23","3114"
"Michael Barrett","- - -","101","367","9","29","41","2","5.2 %","15.5 %",".128",".266",".244",".281",".372",".282","65","-2.7","-19.6","3.6","-0.4","30","762"
"Royce Clayton","- - -","77","216","1","24","12","2","6.5 %","24.5 %",".087",".326",".246",".296",".333",".281","66","-1.3","-10.7","5.0","0.2","37","226"
"Dioner Navarro","Devil Rays","119","434","9","46","44","3","7.6 %","15.4 %",".129",".249",".227",".286",".356",".281","66","-3.0","-21.5","5.2","-0.1","23","3179"
"Ray Durham","Giants","138","528","11","56","71","10","10.0 %","14.2 %",".125",".233",".218",".295",".343",".280","62","-1.3","-27.2","-2.5","-1.2","35","230"
"Tony Pena","Royals","152","536","2","58","47","5","1.9 %","14.6 %",".088",".309",".267",".284",".356",".280","63","-2.1","-27.1","21.9","1.3","26","2240"
"Robert Fick","Nationals","118","221","2","24","16","0","8.6 %","19.0 %",".071",".286",".234",".309",".305",".280","66","-0.8","-10.6","-6.6","-1.0","33","466"
"Josh Wilson","- - -","105","310","2","28","24","6","5.5 %","18.4 %",".096",".288",".238",".290",".333",".278","65","-1.5","-15.3","-4.7","-0.9","26","2102"
"Craig Monroe","- - -","122","427","12","53","59","0","6.1 %","25.1 %",".151",".265",".219",".268",".370",".278","62","-1.6","-22.2","-4.1","-1.1","30","1464"
"Scott Thorman","Braves","120","307","11","37","36","1","4.6 %","22.8 %",".178",".245",".216",".258",".394",".278","62","0.3","-14.9","-5.1","-1.0","25","2238"
"Omar Vizquel","Giants","145","575","4","54","51","14","7.7 %","8.3 %",".070",".263",".246",".305",".316",".277","60","1.4","-28.7","30.2","2.0","40","411"
"Cesar Izturis","- - -","110","337","0","31","16","3","5.6 %","5.6 %",".057",".275",".258",".302",".315",".276","58","-1.2","-19.6","5.9","-0.2","27","656"
"Gerald Laird","Rangers","120","448","9","48","47","6","6.7 %","23.0 %",".125",".274",".224",".278",".349",".276","59","3.7","-19.4","15.5","1.1","27","1698"
"Jason Kendall","- - -","137","514","3","45","41","3","6.0 %","8.2 %",".067",".259",".242",".301",".309",".275","61","-1.1","-26.7","1.6","-0.7","33","993"
"Bobby Crosby","Athletics","93","374","8","40","31","10","6.1 %","16.6 %",".115",".254",".226",".278",".341",".275","63","-0.2","-17.4","4.3","0.0","27","1818"
"Abraham Nunez","Phillies","136","287","0","24","16","2","10.5 %","16.7 %",".048",".289",".234",".318",".282",".272","55","-1.4","-18.3","6.3","-0.2","31","1420"
"Jay Gibbons","Orioles","84","290","6","28","28","0","5.2 %","17.9 %",".119",".260",".230",".272",".348",".272","59","-3.0","-18.0","-3.6","-1.1","30","141"
"John McDonald","Blue Jays","123","353","1","32","31","7","3.1 %","13.6 %",".083",".290",".251",".279",".333",".271","59","2.0","-16.2","13.8","1.0","32","395"
"Jose Molina","- - -","69","202","1","18","19","2","2.5 %","21.3 %",".084",".324",".257",".274",".340",".270","58","-3.5","-14.0","5.2","-0.2","32","25"
"Adam Everett","Astros","66","236","2","18","15","4","5.9 %","13.1 %",".086",".262",".232",".281",".318",".269","56","-0.6","-14.0","10.9","0.5","30","1430"
"Joe Borchard","Marlins","85","202","4","20","19","4","10.4 %","29.7 %",".117",".270",".196",".287",".313",".268","55","1.6","-10.3","3.9","0.0","28","224"
"Jose Castillo","Pirates","87","230","0","18","24","0","2.6 %","20.9 %",".090",".310",".244",".270",".335",".262","52","-2.3","-16.7","-0.4","-0.9","26","1866"
"Josh Barfield","Indians","130","444","3","53","50","14","3.2 %","20.3 %",".081",".299",".243",".270",".324",".262","55","3.9","-21.3","-3.0","-0.9","24","3622"
"Shea Hillenbrand","- - -","73","278","4","25","31","0","2.5 %","10.8 %",".079",".267",".251",".270",".330",".262","53","-2.6","-19.2","-8.5","-1.8","31","196"
"Nick Punto","Twins","150","536","1","53","25","16","10.3 %","16.8 %",".061",".255",".210",".291",".271",".260","52","2.9","-29.1","18.2","0.7","29","1429"
"Ryan Langerhans","- - -","125","244","6","27","23","3","11.9 %","33.2 %",".138",".232",".167",".272",".305",".259","52","-0.3","-15.5","-4.5","-1.2","27","98"
"Erick Aybar","Angels","79","211","1","18","19","4","4.7 %","15.2 %",".052",".276",".237",".279",".289",".257","49","-2.4","-15.8","-0.9","-0.9","23","4082"
"Mark Kotsay","Athletics","56","227","1","20","20","1","8.4 %","8.8 %",".083",".231",".214",".279",".296",".255","50","0.7","-13.4","-4.3","-1.0","31","1042"
