"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","playerid"
"Carlos Guillen","Tigers","68","275","6","26","34","1","7.6 %","14.9 %",".146",".304",".273",".327",".419",".327","100","-3.9","-4.0","-3.8","0.2","34","1079"
"Josh Thole","Mets","73","227","3","17","17","1","10.6 %","11.0 %",".089",".305",".277",".357",".366",".327","103","0.2","1.0","4.3","1.3","23","9689"
"Jeff Baker","Cubs","79","224","4","29","21","1","7.1 %","22.3 %",".141",".340",".272",".326",".413",".326","97","-0.9","-1.7","4.3","1.0","29","2073"
"Ryan Doumit","Pirates","124","456","13","42","45","1","9.0 %","19.1 %",".155",".290",".251",".331",".406",".326","102","-5.7","-4.6","-9.8","0.0","29","2113"
"Jose Reyes","Mets","133","603","11","83","54","30","5.1 %","10.4 %",".146",".301",".282",".321",".428",".325","102","2.8","4.3","1.4","2.5","27","1736"
"Carlos Pena","Rays","144","582","28","64","84","5","14.9 %","27.1 %",".211",".222",".196",".325",".407",".325","105","1.5","5.0","-15.5","1.0","32","934"
"Alexei Ramirez","White Sox","156","626","18","83","70","13","4.3 %","13.1 %",".149",".300",".282",".313",".431",".324","95","3.9","0.5","17.6","4.1","28","5133"
"Juan Uribe","Giants","148","575","24","64","85","1","7.8 %","16.0 %",".192",".256",".248",".310",".440",".324","102","-3.5","-2.0","11.0","2.8","31","454"
"Shelley Duncan","Indians","85","259","11","29","36","1","10.0 %","29.3 %",".188",".294",".231",".317",".419",".324","102","-1.4","-0.6","0.4","0.9","30","3620"
"Yorvit Torrealba","Padres","95","363","7","31","37","7","9.1 %","18.5 %",".108",".321",".271",".343",".378",".323","105","-0.2","1.8","10.4","2.4","31","1135"
"Cody Ross","- - -","153","569","14","71","65","9","6.5 %","21.3 %",".145",".324",".269",".322",".413",".322","96","2.7","0.1","2.6","2.1","29","1760"
"Placido Polanco","Phillies","132","602","6","76","52","5","5.3 %","7.8 %",".088",".312",".298",".339",".386",".322","96","2.0","-0.6","17.2","3.7","34","1176"
"Aramis Ramirez","Cubs","124","507","25","61","83","0","6.7 %","17.8 %",".211",".245",".241",".294",".452",".322","94","-6.0","-9.8","-5.8","0.0","32","1002"
"Scott Podsednik","- - -","134","595","6","63","51","35","6.7 %","13.9 %",".085",".338",".297",".342",".382",".322","99","3.1","2.1","-17.9","0.4","34","1095"
"Brennan Boesch","Tigers","133","512","14","49","67","7","7.8 %","19.3 %",".159",".297",".256",".320",".416",".322","96","1.4","-0.8","-10.1","0.7","25","914"
"Jose Guillen","- - -","148","577","19","55","77","1","5.5 %","19.6 %",".158",".291",".258",".314",".416",".322","98","-8.6","-9.9","-8.3","0.1","34","57"
"Paul Janish","Reds","82","228","5","23","25","1","9.6 %","13.2 %",".125",".283",".260",".338",".385",".321","94","0.1","-1.5","2.9","0.9","27","7412"
"Marco Scutaro","Red Sox","150","695","11","92","56","5","7.6 %","10.2 %",".112",".295",".275",".333",".388",".321","93","0.5","-5.3","0.2","1.9","34","1555"
"Casey Blake","Dodgers","146","571","17","56","64","0","8.4 %","24.2 %",".159",".305",".248",".320",".407",".321","101","1.7","2.0","8.2","2.9","36","719"
"Alex Gonzalez","- - -","157","640","23","74","88","1","4.8 %","18.4 %",".197",".275",".250",".294",".447",".321","96","-2.3","-5.1","12.5","2.9","33","520"
"Ryan Sweeney","Athletics","82","331","1","41","36","1","7.3 %","12.4 %",".089",".333",".294",".342",".383",".321","100","0.7","0.7","-4.3","0.8","25","6352"
"Chris Coghlan","Marlins","91","400","5","60","28","10","8.3 %","21.0 %",".115",".336",".268",".335",".383",".320","94","5.3","2.4","-5.8","0.9","25","6878"
"Adam Rosales","Athletics","80","279","7","31","31","2","6.8 %","23.3 %",".129",".335",".271",".321",".400",".319","99","1.8","1.5","4.6","1.6","27","9682"
"Orlando Hudson","Twins","126","559","6","80","37","10","8.9 %","15.6 %",".105",".312",".268",".338",".372",".319","96","2.2","-0.7","10.3","3.0","32","1307"
"Matt Diaz","Braves","84","244","7","27","31","3","5.3 %","18.0 %",".188",".282",".250",".302",".438",".318","94","-0.4","-2.0","-2.8","0.3","32","1771"
"Ty Wigginton","Orioles","154","649","22","63","76","0","7.7 %","17.9 %",".167",".270",".248",".312",".415",".318","93","-4.8","-10.2","-14.0","-0.2","32","1491"
"Derek Jeter","Yankees","157","739","10","111","67","18","8.5 %","14.3 %",".100",".307",".270",".340",".370",".318","93","1.0","-5.3","1.8","2.3","36","826"
"Nick Hundley","Padres","85","307","8","33","43","0","8.1 %","21.5 %",".168",".293",".249",".308",".418",".317","101","-4.9","-4.6","3.9","0.9","26","3376"
"Ben Zobrist","Rays","151","655","10","77","75","24","14.0 %","16.3 %",".115",".273",".238",".346",".353",".317","100","6.9","6.6","7.4","3.8","29","7435"
"Will Venable","Padres","131","445","13","60","51","29","10.1 %","28.8 %",".163",".324",".245",".324",".408",".317","101","6.0","6.3","2.5","2.3","27","211"
"Francisco Cervelli","Yankees","93","317","0","27","38","1","10.4 %","13.2 %",".064",".316",".271",".359",".335",".317","92","0.4","-2.6","1.8","1.0","24","5275"
"James Loney","Dodgers","161","648","10","67","88","10","8.0 %","14.7 %",".128",".302",".267",".329",".395",".316","97","1.7","-0.3","-11.7","0.8","26","4556"
"Corey Patterson","Orioles","90","341","8","43","32","21","5.9 %","22.0 %",".136",".332",".269",".315",".406",".316","92","3.5","0.1","-3.6","0.8","30","300"
"Mark Teahen","White Sox","77","262","4","31","25","3","9.5 %","23.3 %",".124",".329",".258",".327",".382",".316","90","-3.8","-6.9","-11.2","-1.0","28","4511"
"Juan Rivera","Angels","124","455","15","53","52","2","7.3 %","12.7 %",".156",".261",".252",".312",".409",".316","98","-1.4","-2.6","-9.0","0.4","31","843"
"Howie Kendrick","Angels","158","658","10","67","75","14","4.3 %","14.3 %",".128",".313",".279",".313",".407",".316","98","1.6","-0.1","-6.3","1.7","26","4229"
"Pablo Sandoval","Giants","152","616","13","61","63","3","7.6 %","13.1 %",".140",".291",".268",".323",".409",".316","96","-4.9","-7.5","-0.5","1.2","23","5409"
"Brandon Inge","Tigers","144","580","13","47","70","4","9.3 %","23.1 %",".150",".305",".247",".321",".397",".316","92","-0.7","-6.1","3.9","1.8","33","470"
"Lastings Milledge","Pirates","113","412","4","38","34","5","6.8 %","15.0 %",".103",".323",".277",".332",".380",".316","95","-2.2","-4.7","-3.3","0.5","25","6441"
"Mitch Maier","Royals","117","421","5","41","39","3","9.7 %","16.2 %",".113",".307",".263",".333",".375",".315","93","-1.5","-4.9","-5.7","0.4","28","5588"
"Garrett Jones","Pirates","158","654","21","64","86","7","8.1 %","18.8 %",".167",".274",".247",".306",".414",".315","95","-3.0","-7.2","-14.7","-0.2","29","2714"
"J.J. Hardy","Twins","101","375","6","44","38","1","7.5 %","14.4 %",".126",".299",".268",".320",".394",".315","93","-1.1","-4.4","11.8","2.1","27","3797"
"Mike Fontenot","- - -","103","261","1","24","25","1","5.7 %","15.7 %",".092",".335",".283",".331",".375",".315","91","-1.3","-4.2","-6.6","-0.3","30","3912"
"Rick Ankiel","- - -","74","240","6","31","24","3","10.8 %","29.6 %",".156",".319",".232",".321",".389",".314","92","-0.8","-3.1","1.5","0.6","30","1142"
"Felix Pie","Orioles","82","308","5","39","31","5","4.2 %","16.9 %",".139",".316",".274",".305",".413",".314","90","0.2","-3.5","-3.7","0.3","25","3751"
"Jonathan Herrera","Rockies","76","257","1","34","21","2","9.7 %","14.0 %",".059",".330",".284",".352",".342",".314","78","0.1","-6.7","2.6","0.4","25","4182"
"Chris Iannetta","Rockies","61","223","9","20","27","1","13.5 %","21.5 %",".186",".212",".197",".318",".383",".313","78","-1.3","-7.2","-0.9","-0.1","27","8267"
"Chase Headley","Padres","161","674","11","77","58","17","8.3 %","20.6 %",".111",".323",".264",".327",".375",".313","98","3.5","1.7","19.0","4.3","26","4720"
"Blake DeWitt","- - -","135","496","5","47","52","3","9.5 %","17.3 %",".111",".313",".261",".336",".373",".312","92","0.7","-4.3","-3.8","0.8","24","7485"
"Sean Rodriguez","Rays","118","378","9","53","40","13","5.6 %","25.7 %",".146",".324",".251",".308",".397",".312","96","1.8","0.0","6.6","2.0","25","6589"
"Edgar Renteria","Giants","72","267","3","26","22","3","7.9 %","16.1 %",".099",".323",".276",".332",".374",".312","94","0.3","-1.7","4.7","1.2","33","1178"
"Rod Barajas","- - -","99","339","17","39","47","0","3.8 %","15.9 %",".208",".236",".240",".284",".447",".311","93","-2.4","-5.3","4.3","1.0","34","45"
"Gordon Beckham","White Sox","131","498","9","58","49","4","7.4 %","18.5 %",".126",".297",".252",".317",".378",".310","86","-1.4","-9.7","0.1","0.8","23","9015"
"Carlos Lee","Astros","157","649","24","67","89","3","5.7 %","9.1 %",".170",".238",".246",".291",".417",".310","89","-4.8","-13.0","-23.2","-1.7","34","243"
"Adam Lind","Blue Jays","150","613","23","57","72","0","6.2 %","23.5 %",".188",".277",".237",".287",".425",".309","89","-2.4","-10.3","-17.3","-0.7","26","8027"
"George Kottaras","Brewers","67","250","9","24","26","2","13.2 %","17.6 %",".193",".209",".203",".305",".396",".309","88","-2.1","-5.7","0.9","0.3","27","5506"
"Jhonny Peralta","- - -","148","615","15","60","81","1","8.6 %","16.7 %",".143",".275",".249",".311",".392",".309","91","-4.3","-11.1","2.2","1.3","28","1738"
"Rajai Davis","Athletics","143","561","5","66","52","50","4.6 %","13.9 %",".093",".322",".284",".320",".377",".309","92","7.1","1.9","-10.6","1.1","29","3708"
"Kila Ka'aihue","Royals","52","206","8","22","25","0","11.7 %","18.9 %",".178",".231",".217",".307",".394",".309","89","-0.9","-3.6","-2.1","0.1","26","4707"
"Jimmy Rollins","Phillies","88","394","8","48","41","17","10.2 %","8.1 %",".131",".246",".243",".320",".374",".309","88","6.0","0.1","10.4","2.4","31","971"
"Michael Bourn","Astros","141","605","2","84","38","52","9.8 %","18.0 %",".080",".329",".265",".341",".346",".308","89","10.5","2.2","21.8","4.4","27","6387"
"Cliff Pennington","Athletics","156","576","6","64","46","29","8.7 %","16.7 %",".118",".296",".250",".319",".368",".308","91","7.6","1.5","12.7","3.5","26","3395"
"Maicer Izturis","Angels","61","238","3","27","27","7","8.8 %","11.3 %",".113",".272",".250",".321",".363",".307","92","1.0","-1.3","3.2","1.0","29","2437"
"Denard Span","Twins","153","705","3","85","58","26","8.5 %","10.5 %",".084",".294",".264",".331",".348",".307","87","2.0","-8.5","9.3","2.6","26","8347"
"Delwyn Young","Pirates","110","207","7","22","28","1","6.3 %","25.1 %",".178",".286",".236",".286",".414",".307","89","0.7","-2.0","-4.1","0.0","28","4563"
"Miguel Tejada","- - -","156","681","15","71","71","2","4.4 %","9.8 %",".112",".280",".269",".312",".381",".306","88","-3.6","-13.1","-1.7","0.8","36","941"
"Ian Desmond","Nationals","154","574","10","59","65","17","4.9 %","19.0 %",".124",".317",".269",".308",".392",".306","86","2.0","-7.6","-2.4","0.8","24","6885"
"Omar Vizquel","White Sox","108","391","2","36","30","11","8.7 %","11.5 %",".055",".309",".276",".341",".331",".306","83","-2.3","-10.1","-3.5","0.0","43","411"
"Jorge Cantu","- - -","127","515","11","50","56","0","5.6 %","18.4 %",".136",".295",".256",".304",".392",".306","83","-0.4","-10.6","-10.1","-0.5","28","2521"
"Russell Martin","Dodgers","97","387","5","45","26","6","12.4 %","15.8 %",".085",".287",".248",".347",".332",".306","90","1.3","-3.3","10.7","2.0","27","4616"
"Roger Bernadina","Nationals","134","461","11","52","47","16","7.6 %","20.2 %",".138",".288",".246",".307",".384",".305","86","4.6","-3.4","-8.5","0.3","26","6421"
"Jason Donald","Indians","88","325","4","39","24","5","6.8 %","21.5 %",".125",".320",".253",".312",".378",".305","90","3.5","-0.4","-6.4","0.5","25","9331"
"Matt Wieters","Orioles","130","502","11","37","55","0","9.4 %","18.7 %",".128",".287",".249",".319",".377",".305","84","-4.7","-14.3","17.5","2.1","24","4298"
"Chris Snyder","- - -","105","376","15","34","48","0","13.8 %","25.0 %",".169",".241",".207",".320",".376",".304","82","-2.6","-10.5","5.6","0.7","29","4606"
"Jason Bartlett","Rays","135","532","4","71","47","11","8.5 %","15.6 %",".096",".299",".254",".324",".350",".304","91","4.0","-1.9","-4.6","1.2","30","8219"
"Reid Brignac","Rays","113","326","8","39","45","3","6.1 %","23.6 %",".130",".317",".256",".307",".385",".304","90","1.4","-2.3","4.9","1.4","24","8380"
"Ramon Santiago","Tigers","112","367","3","38","22","2","8.2 %","15.3 %",".063",".308",".263",".337",".325",".304","84","-0.3","-7.2","13.7","2.0","30","1417"
"Alex Gordon","Royals","74","281","8","34","20","1","12.1 %","22.1 %",".140",".254",".215",".315",".355",".303","85","-4.9","-9.9","-6.0","-0.6","26","5209"
"Asdrubal Cabrera","Indians","97","425","3","39","29","6","5.9 %","14.1 %",".071",".318",".276",".326",".346",".303","88","0.7","-5.0","-1.4","0.8","24","4962"
"Yuniesky Betancourt","Royals","151","588","16","60","78","2","3.9 %","10.9 %",".146",".267",".259",".288",".405",".302","84","0.2","-10.7","-4.6","0.5","28","8585"
"A.J. Pierzynski","White Sox","128","503","9","43","56","3","3.0 %","7.8 %",".118",".278",".270",".300",".388",".302","80","-6.3","-18.1","9.2","0.9","33","746"
"Juan Pierre","White Sox","160","734","1","96","47","68","6.1 %","6.4 %",".041",".294",".275",".341",".316",".302","80","12.0","-5.1","4.6","2.5","32","443"
"Mark Kotsay","White Sox","107","359","8","30","31","1","8.9 %","10.0 %",".138",".247",".239",".306",".376",".302","80","-5.3","-13.8","-10.6","-1.3","34","1042"
"Yunel Escobar","- - -","135","567","4","60","35","6","9.9 %","10.1 %",".062",".282",".256",".337",".318",".301","83","-0.8","-12.1","10.2","1.7","27","4191"
"Geoff Blum","Astros","93","218","2","22","22","0","6.9 %","15.1 %",".089",".311",".267",".321",".356",".301","84","0.2","-4.1","-2.3","0.0","37","550"
"Skip Schumaker","Cardinals","137","529","5","66","42","5","8.1 %","12.1 %",".074",".294",".265",".328",".338",".301","85","-1.6","-11.2","-10.8","-0.6","30","3704"
"Justin Smoak","- - -","100","397","13","40","48","1","11.6 %","22.9 %",".152",".255",".218",".307",".371",".300","81","-3.2","-12.3","-5.8","-0.5","23","9054"
"Conor Jackson","- - -","60","241","2","25","16","6","12.9 %","11.2 %",".091",".261",".236",".336",".327",".300","79","2.1","-3.9","-1.0","0.3","28","5997"
"Yadier Molina","Cardinals","136","521","6","34","62","8","8.1 %","9.8 %",".080",".281",".262",".329",".342",".300","84","-5.8","-15.7","21.9","2.3","27","7007"
"Matt LaPorta","Indians","110","425","12","41","41","0","10.8 %","19.3 %",".141",".250",".221",".306",".362",".300","86","-3.9","-10.8","-11.1","-0.8","25","2280"
"Alex Avila","Tigers","104","333","7","28","31","2","10.8 %","21.3 %",".112",".278",".228",".316",".340",".299","81","-3.4","-10.7","0.7","0.1","23","7476"
"Mike Lowell","Red Sox","73","244","5","23","26","0","9.4 %","13.9 %",".128",".258",".239",".307",".367",".299","78","-3.5","-9.8","-3.2","-0.5","36","527"
"Elvis Andrus","Rangers","148","674","0","88","35","32","9.5 %","14.2 %",".036",".317",".265",".342",".301",".298","75","8.4","-11.3","8.2","2.1","21","8709"
"Chone Figgins","Mariners","161","702","1","62","35","42","10.5 %","16.2 %",".047",".314",".259",".340",".306",".298","88","6.6","-3.1","-8.7","1.3","32","1580"
"Adam Kennedy","Nationals","135","389","3","43","31","14","9.5 %","11.3 %",".079",".274",".249",".327",".327",".298","80","-2.0","-11.2","1.7","0.3","34","19"
"Kurt Suzuki","Athletics","131","544","13","55","71","3","6.1 %","9.0 %",".123",".245",".242",".303",".366",".297","84","-1.4","-11.7","6.7","1.4","26","8259"
"Eric Patterson","- - -","90","204","6","26","16","11","6.9 %","30.4 %",".193",".286",".214",".272",".406",".297","80","1.8","-2.9","-7.0","-0.3","27","9072"
"Michael Saunders","Mariners","100","327","10","29","33","6","10.7 %","25.7 %",".156",".260",".211",".295",".367",".297","87","1.7","-3.2","-2.8","0.5","23","9981"
"Alberto Callaspo","- - -","146","601","10","61","56","5","5.2 %","7.0 %",".109",".269",".265",".302",".374",".297","82","-5.5","-18.2","5.4","0.8","27","3336"
"Kevin Kouzmanoff","Athletics","143","586","16","59","71","2","4.1 %","16.4 %",".149",".270",".247",".283",".396",".296","84","-2.4","-13.7","17.4","2.5","28","5995"
"Cameron Maybin","Marlins","82","322","8","46","28","9","7.5 %","28.6 %",".127",".313",".234",".302",".361",".296","78","4.8","-3.7","-2.1","0.4","23","5223"
"Jayson Nix","- - -","102","363","14","32","34","1","5.5 %","24.0 %",".172",".259",".224",".281",".396",".296","82","1.0","-6.5","-2.8","0.3","27","3790"
"Felipe Lopez","- - -","113","441","8","52","37","8","10.0 %","18.4 %",".113",".273",".233",".311",".345",".296","81","1.7","-8.2","-5.9","0.0","30","1311"
"Xavier Nady","Cubs","119","347","6","33","33","0","4.9 %","24.5 %",".098",".326",".256",".306",".353",".295","76","0.2","-9.7","-7.9","-0.7","31","1658"
"Rusty Ryal","Diamondbacks","104","222","3","19","11","0","3.6 %","30.2 %",".087",".372",".261",".308",".348",".295","73","-0.3","-7.5","0.1","0.0","27","9698"
"Jeff Francoeur","- - -","139","503","13","52","65","8","6.0 %","16.1 %",".134",".270",".249",".300",".383",".295","80","1.1","-10.7","-2.1","0.3","26","4792"
"Nate Schierholtz","Giants","137","252","3","34","17","4","7.9 %","15.1 %",".123",".278",".242",".311",".366",".295","83","1.2","-4.1","3.1","0.7","26","6201"
"Randy Winn","- - -","116","233","4","23","25","6","9.0 %","15.9 %",".117",".268",".239",".307",".356",".295","80","-1.4","-7.0","-8.8","-0.9","36","1235"
"Ronny Cedeno","Pirates","139","502","8","42","38","12","4.6 %","21.1 %",".126",".315",".256",".293",".382",".295","81","1.1","-10.3","2.8","0.8","27","2179"
"Willie Harris","Nationals","132","262","10","25","32","5","12.6 %","22.9 %",".179",".199",".183",".291",".362",".294","78","0.8","-6.1","-3.9","-0.2","32","236"
"Willy Aybar","Rays","100","309","6","22","43","0","9.7 %","19.7 %",".115",".271",".230",".309",".344",".294","84","0.9","-5.0","-8.7","-0.3","27","2192"
"David Eckstein","Padres","116","492","1","49","29","8","5.5 %","7.1 %",".059",".287",".267",".321",".326",".294","85","1.3","-7.5","7.4","1.6","35","10"
"Angel Sanchez","- - -","66","272","0","30","25","0","4.0 %","16.5 %",".067",".337",".277",".312",".344",".293","79","-2.3","-9.3","-6.0","-0.7","26","3492"
"Franklin Gutierrez","Mariners","152","629","12","61","64","25","7.9 %","21.8 %",".118",".297",".245",".303",".363",".293","85","2.6","-8.5","7.6","2.1","27","3255"
"Ronny Paulino","Marlins","91","344","4","31","37","1","7.3 %","14.8 %",".095",".295",".259",".311",".354",".293","76","-0.8","-10.8","9.4","1.0","29","2129"
"Craig Counsell","Brewers","102","230","2","16","21","1","9.1 %","12.6 %",".069",".282",".250",".322",".319",".293","77","-0.9","-7.3","3.9","0.4","39","52"
"Melky Cabrera","Braves","147","509","4","50","42","7","8.3 %","12.6 %",".098",".288",".255",".317",".354",".292","77","0.0","-13.9","-15.7","-1.4","25","4022"
"Aaron Hill","Blue Jays","138","580","26","70","68","2","7.1 %","14.7 %",".189",".196",".205",".271",".394",".292","77","0.3","-15.2","6.8","1.2","28","6104"
"Emilio Bonifacio","Marlins","73","201","0","30","10","12","8.5 %","20.9 %",".067",".333",".261",".320",".328",".292","75","6.1","0.1","4.9","1.2","25","4054"
"Orlando Cabrera","Reds","123","537","4","64","42","11","5.2 %","9.9 %",".091",".284",".263",".303",".354",".292","75","-0.7","-17.1","7.2","0.7","35","766"
"Carlos Gomez","Brewers","97","318","5","38","24","18","5.3 %","22.6 %",".110",".313",".247",".298",".357",".292","76","-0.5","-9.6","3.5","0.4","24","4881"
"Gerardo Parra","Diamondbacks","133","393","3","31","30","1","5.9 %","19.3 %",".110",".322",".261",".308",".371",".291","70","-0.6","-14.5","9.5","0.7","23","8553"
"Julio Borbon","Rangers","137","468","3","60","42","15","4.1 %","12.6 %",".064",".313",".276",".309",".340",".290","70","1.8","-14.8","10.2","1.2","24","3209"
"Reed Johnson","Dodgers","102","215","2","24","15","2","2.3 %","23.3 %",".104",".336",".262",".291",".366",".290","80","-2.0","-7.3","3.4","0.3","33","1702"
"Wilson Valdez","Phillies","111","363","4","37","35","7","5.8 %","11.8 %",".102",".287",".258",".306",".360",".290","75","-0.7","-11.7","5.0","0.5","32","1863"
"Jerry Hairston","Padres","119","476","10","53","50","9","6.5 %","11.3 %",".109",".255",".244",".299",".353",".289","82","0.0","-10.0","10.1","1.5","34","144"
"Wes Helms","Marlins","127","287","4","25","39","0","9.1 %","26.5 %",".126",".294",".220",".300",".346",".289","73","-1.6","-10.8","-3.7","-0.6","34","94"
"Aaron Rowand","Giants","105","357","11","42","34","5","4.5 %","20.7 %",".148",".263",".230",".281",".378",".289","78","-3.4","-12.6","1.9","0.0","32","254"
"Cristian Guzman","- - -","104","396","2","48","26","4","5.1 %","15.9 %",".071",".315",".266",".311",".337",".288","73","-0.4","-13.1","-3.1","-0.4","32","728"
"Scott Hairston","Padres","104","336","10","34","36","6","9.2 %","20.5 %",".136",".236",".210",".295",".346",".288","81","0.5","-7.1","-3.3","0.0","30","1926"
"Nyjer Morgan","Nationals","136","577","0","60","24","34","6.9 %","15.3 %",".061",".304",".253",".319",".314",".288","74","4.5","-13.6","2.4","0.7","29","4885"
"Erick Aybar","Angels","138","589","5","69","29","22","5.9 %","13.8 %",".077",".289",".253",".306",".330",".286","78","2.6","-12.7","3.2","1.1","26","4082"
"Ryan Theriot","- - -","150","640","2","72","29","20","6.4 %","11.6 %",".043",".305",".270",".321",".312",".286","73","-2.7","-23.6","-0.7","-0.5","30","3811"
"Milton Bradley","Mariners","73","278","8","28","29","8","10.1 %","27.0 %",".143",".258",".205",".292",".348",".286","80","2.3","-4.2","-4.7","0.1","32","369"
"Clint Barmes","Rockies","133","432","8","43","50","3","8.1 %","15.3 %",".116",".263",".235",".305",".351",".286","59","3.7","-17.4","6.5","0.3","31","1830"
"Trevor Crowe","Indians","122","479","2","48","36","20","6.1 %","15.2 %",".081",".297",".251",".302",".333",".285","76","1.1","-12.4","-9.8","-0.6","26","3402"
"Don Kelly","Tigers","119","251","9","30","27","3","3.2 %","16.7 %",".130",".259",".244",".272",".374",".284","71","2.1","-6.5","10.7","1.3","30","2216"
"Luis Castillo","Mets","86","299","0","28","17","8","13.0 %","8.4 %",".032",".259",".235",".337",".267",".284","74","0.6","-8.6","3.8","0.5","34","513"
"Jake Fox","- - -","77","211","7","21","22","0","3.8 %","23.2 %",".167",".252",".217",".261",".384",".283","72","-2.9","-9.9","-2.9","-0.6","27","6267"
"Ivan Rodriguez","Nationals","111","421","4","32","49","2","3.8 %","15.7 %",".080",".307",".266",".294",".347",".282","70","-10.5","-25.7","15.7","0.3","38","1275"
"Jonathan Lucroy","Brewers","75","297","4","24","26","4","6.1 %","14.8 %",".076",".287",".253",".300",".329",".282","70","-1.4","-12.3","9.7","0.7","24","7870"
"Nate McLouth","Braves","85","288","6","30","24","7","11.5 %","19.8 %",".132",".221",".190",".298",".322",".282","70","2.1","-8.3","-13.9","-1.4","28","3190"
"Jason Kendall","Royals","118","490","0","39","37","12","7.6 %","9.2 %",".041",".280",".256",".318",".297",".280","69","-1.1","-18.8","12.4","1.1","36","993"
"Michael Brantley","Indians","72","325","3","38","22","10","6.8 %","11.7 %",".081",".271",".246",".296",".327",".280","73","2.3","-8.1","-8.3","-0.6","23","4106"
"Nick Punto","Twins","88","288","1","24","20","6","9.7 %","17.4 %",".063",".289",".238",".313",".302",".279","68","-0.1","-10.8","13.9","1.3","32","1429"
"Bengie Molina","- - -","118","416","5","27","36","0","5.8 %","8.2 %",".077",".259",".249",".297",".326",".276","65","-3.7","-20.9","1.6","-0.6","35","24"
"Jeremy Hermida","- - -","73","239","6","19","29","1","6.7 %","24.3 %",".135",".264",".216",".268",".351",".275","64","-1.3","-11.6","-5.1","-0.9","26","7208"
"Ryan Church","- - -","106","238","5","25","25","1","6.7 %","27.3 %",".151",".262",".201",".265",".352",".273","65","0.6","-9.4","-0.6","-0.3","31","2106"
"Matt Treanor","Rangers","82","272","5","22","27","1","8.1 %","15.8 %",".097",".233",".211",".287",".308",".271","57","0.1","-13.8","3.2","-0.1","34","2265"
"Casey Kotchman","Mariners","125","457","9","37","51","0","7.7 %","12.5 %",".118",".229",".217",".280",".336",".270","69","-6.7","-23.2","-9.3","-1.7","27","1930"
"Alcides Escobar","Brewers","145","552","4","57","41","10","6.5 %","12.7 %",".091",".264",".235",".288",".326",".270","62","4.1","-21.2","8.6","0.5","23","6310"
"Tony Gwynn","Padres","117","339","3","30","20","17","12.1 %","14.7 %",".083",".236",".204",".304",".287",".270","69","6.0","-6.4","15.4","2.0","27","6141"
"Jose Lopez","Mariners","150","622","10","49","58","3","3.7 %","10.6 %",".099",".254",".239",".270",".339",".270","69","-4.9","-27.7","9.9","0.4","26","3114"
"Ruben Tejada","Mets","78","255","1","28","15","2","8.6 %","14.9 %",".069",".250",".213",".305",".282",".268","64","1.7","-9.3","-1.7","-0.3","20","5519"
"Gabe Gross","Athletics","105","244","1","27","25","5","7.0 %","16.0 %",".072",".283",".239",".290",".311",".268","64","1.3","-9.0","-4.5","-0.5","30","2184"
"Jack Wilson","Mariners","61","211","0","17","14","1","3.3 %","16.6 %",".067",".298",".249",".282",".316",".267","67","-1.8","-10.1","2.9","0.0","32","1017"
"Chris Getz","Royals","72","248","0","23","18","15","7.7 %","11.3 %",".040",".270",".237",".302",".277",".266","60","2.6","-9.2","-0.7","-0.1","26","3388"
"Julio Lugo","Orioles","93","264","0","26","20","5","5.7 %","18.9 %",".033",".314",".249",".298",".282",".266","57","-1.0","-14.3","0.1","-0.5","34","565"
"Rob Johnson","Mariners","61","209","2","24","13","1","12.0 %","22.0 %",".090",".241",".191",".293",".281",".263","64","-0.7","-9.5","1.8","-0.1","27","8029"
"Josh Wilson","Mariners","108","388","2","22","25","5","3.6 %","19.1 %",".066",".280",".227",".278",".294",".260","63","0.6","-16.4","2.1","-0.1","29","2102"
"Jason Castro","Astros","67","217","2","26","8","0","10.1 %","18.9 %",".082",".250",".205",".286",".287",".260","56","-1.6","-13.0","2.6","-0.4","23","8722"
"Lou Marson","Indians","87","294","3","29","22","8","8.8 %","18.7 %",".092",".234",".195",".274",".286",".258","58","0.5","-14.1","8.3","0.4","24","7610"
"Gerald Laird","Tigers","89","299","5","22","25","3","6.0 %","19.1 %",".096",".243",".207",".263",".304",".256","52","-0.1","-17.1","2.3","-0.5","30","1698"
"Brendan Ryan","Cardinals","139","486","2","50","36","11","6.8 %","12.3 %",".071",".253",".223",".279",".294",".255","55","3.8","-22.7","19.1","1.2","28","6073"
"Humberto Quintero","Astros","88","276","4","13","20","0","2.9 %","21.4 %",".083",".287",".234",".262",".317",".255","53","-2.0","-17.5","13.2","0.4","30","1824"
"Akinori Iwamura","- - -","64","229","2","21","13","3","13.5 %","17.9 %",".077",".208",".173",".285",".250",".254","54","-2.2","-14.8","-11.0","-1.9","31","7781"
"Andy LaRoche","Pirates","102","271","4","26","16","1","7.0 %","15.9 %",".081",".234",".206",".268",".287",".253","54","-0.4","-15.5","0.0","-0.7","26","6444"
"Everth Cabrera","Padres","76","241","1","22","22","10","7.9 %","22.4 %",".071",".274",".208",".279",".278",".251","56","-0.2","-12.8","2.3","-0.3","23","8155"
"Cesar Izturis","Orioles","150","513","1","42","28","11","4.9 %","10.3 %",".038",".257",".230",".277",".268",".249","46","0.0","-32.8","11.8","-0.4","30","656"
