"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","playerid"
"Ronnie Belliard","Nationals","96","337","11","37","46","3","11.0 %","17.2 %",".186",".326",".287",".372",".473",".371","124","0.7","10.9","-6.3","1.5","33","677"
"Justin Morneau","Twins","163","712","23","97","129","0","10.7 %","11.9 %",".199",".312",".300",".374",".499",".371","128","-1.7","22.6","-13.9","3.3","27","1737"
"Jim Thome","White Sox","149","602","34","93","90","1","15.1 %","24.4 %",".258",".273",".245",".362",".503",".371","122","-5.8","10.8","-15.0","1.6","37","409"
"Evan Longoria","Rays","122","508","27","67","85","7","9.1 %","24.0 %",".259",".309",".272",".343",".531",".370","128","3.3","21.1","17.9","5.6","22","9368"
"Fernando Tatis","Mets","92","306","11","33","47","3","9.5 %","19.3 %",".187",".343",".297",".369",".484",".370","126","0.1","10.0","-7.1","1.3","33","798"
"Marlon Byrd","Rangers","122","462","10","70","53","7","10.0 %","13.4 %",".164",".330",".298",".380",".462",".369","122","1.4","14.1","1.0","3.1","30","950"
"Adrian Gonzalez","Padres","162","700","36","103","119","0","10.6 %","20.3 %",".231",".308",".279",".361",".510",".369","131","-4.6","22.5","-13.7","3.1","26","1908"
"Bobby Abreu","Yankees","156","684","20","100","100","22","10.7 %","15.9 %",".176",".333",".296",".371",".471",".369","125","-0.2","21.2","-28.6","1.6","34","945"
"Johnny Damon","Yankees","143","623","17","95","71","29","10.3 %","13.2 %",".159",".330",".303",".375",".461",".369","125","2.4","21.7","-5.7","3.7","34","185"
"Ryan Doumit","Pirates","116","465","15","71","69","2","4.9 %","11.8 %",".183",".333",".318",".357",".501",".369","123","-1.8","11.8","2.9","3.0","27","2113"
"Alfonso Soriano","Cubs","109","503","29","76","75","19","8.5 %","20.5 %",".252",".302",".280",".344",".532",".368","117","-0.4","10.5","11.7","3.8","32","847"
"Ryan Howard","Phillies","162","700","48","105","146","1","11.6 %","28.4 %",".292",".285",".251",".339",".543",".368","120","0.4","18.4","-12.4","2.9","28","2154"
"Martin Prado","Braves","78","254","2","36","33","3","8.3 %","11.4 %",".140",".357",".320",".377",".461",".367","123","-0.7","6.6","-3.6","1.1","24","3312"
"Jody Gerut","Padres","100","356","14","46","43","6","7.9 %","14.6 %",".198",".317",".296",".351",".494",".367","130","-0.6","12.6","4.8","2.9","30","1696"
"John Baker","Marlins","61","233","5","32","32","0","12.9 %","20.6 %",".147",".367",".299",".392",".447",".366","120","0.3","6.2","1.7","1.5","27","4756"
"Carlos Delgado","Mets","159","686","38","96","115","1","10.5 %","18.1 %",".247",".279",".271",".353",".518",".366","123","-1.6","18.0","-15.7","2.4","36","1297"
"Josh Willingham","Marlins","102","416","15","54","51","3","11.5 %","19.7 %",".217",".289",".254",".364",".470",".365","119","-0.7","9.3","3.4","2.6","29","2103"
"Nate McLouth","Pirates","152","685","26","113","94","23","9.5 %","13.6 %",".221",".287",".276",".356",".497",".364","121","9.0","26.7","-10.6","3.8","26","3190"
"Brian Roberts","Orioles","155","704","9","107","57","40","11.6 %","14.8 %",".154",".341",".296",".378",".450",".364","119","5.8","22.3","1.2","4.7","30","166"
"Denard Span","Twins","93","411","6","70","47","18","12.2 %","14.6 %",".138",".339",".294",".387",".432",".363","122","4.0","15.3","2.4","3.2","24","8347"
"Conor Jackson","Diamondbacks","144","612","12","87","75","10","9.6 %","10.0 %",".146",".319",".300",".376",".446",".363","113","3.0","13.3","-4.2","2.9","26","5997"
"Gabe Kapler","Brewers","96","245","8","36","38","3","5.3 %","15.9 %",".197",".333",".301",".340",".498",".362","119","0.4","6.4","2.5","1.7","32","1256"
"Ben Zobrist","Rays","62","227","12","32","30","3","11.0 %","16.3 %",".253",".252",".253",".339",".505",".362","123","2.0","8.4","-1.3","1.5","27","7435"
"Ray Durham","- - -","128","426","6","64","45","8","12.4 %","16.9 %",".143",".345",".289",".380",".432",".362","118","0.6","10.2","3.1","2.7","36","230"
"Rick Ankiel","Cardinals","120","463","25","65","71","2","9.1 %","21.6 %",".242",".289",".264",".337",".506",".361","120","1.2","12.9","-11.2","1.7","28","1142"
"Hank Blalock","Rangers","65","281","12","37","38","1","6.8 %","14.2 %",".221",".298",".287",".338",".508",".361","116","-4.9","0.8","-6.9","0.3","27","1419"
"Derrek Lee","Cubs","155","698","20","93","90","8","10.2 %","17.0 %",".172",".330",".291",".361",".462",".360","111","-2.2","7.8","-5.9","2.4","32","525"
"Mike Aviles","Royals","102","441","10","68","51","8","4.1 %","13.2 %",".155",".357",".325",".354",".480",".360","117","4.7","13.8","14.6","4.3","27","5986"
"Raul Ibanez","Mariners","162","707","23","85","110","2","9.1 %","15.6 %",".186",".321",".293",".358",".479",".359","122","0.3","19.9","-15.7","2.8","36","607"
"Matt Joyce","Tigers","92","277","12","40","33","0","11.2 %","23.5 %",".240",".293",".252",".339",".492",".359","117","-0.4","5.5","0.6","1.6","23","3353"
"Jose Reyes","Mets","159","763","16","113","68","56","8.7 %","10.7 %",".179",".317",".297",".358",".475",".359","118","7.7","25.4","8.9","5.9","25","1736"
"Vernon Wells","Blue Jays","108","466","20","63","78","4","6.2 %","9.9 %",".197",".293",".300",".343",".496",".358","118","-4.4","5.9","-12.2","1.0","29","1326"
"Carlos Guillen","Tigers","113","489","10","68","54","9","12.3 %","13.7 %",".150",".317",".286",".376",".436",".358","117","1.9","11.9","-8.1","2.1","32","1079"
"Orlando Hudson","Diamondbacks","107","455","8","54","41","4","8.8 %","13.6 %",".145",".341",".305",".367",".450",".358","110","1.0","7.0","-8.6","1.3","30","1307"
"Adam LaRoche","Pirates","136","554","25","66","85","1","9.7 %","22.0 %",".230",".308",".270",".341",".500",".358","116","-1.8","9.6","-14.1","1.3","28","1904"
"David DeJesus","Royals","135","577","12","70","73","11","8.0 %","12.3 %",".145",".335",".307",".366",".452",".358","116","-0.7","10.5","-4.7","2.5","28","1825"
"Melvin Mora","Orioles","135","570","23","77","104","3","6.5 %","12.3 %",".199",".289",".285",".342",".483",".356","114","0.7","10.6","0.3","3.0","36","157"
"J.J. Hardy","Brewers","146","629","24","78","74","2","8.3 %","15.6 %",".195",".305",".283",".343",".478",".356","115","-4.7","7.2","12.9","4.0","25","3797"
"Stephen Drew","Diamondbacks","152","663","21","91","67","3","6.2 %","16.4 %",".211",".322",".291",".333",".502",".355","109","-0.2","6.9","-9.2","1.9","25","4251"
"Greg Norton","- - -","117","220","7","29","35","0","15.0 %","20.0 %",".176",".309",".262",".373",".439",".355","115","-0.7","3.5","-7.0","0.4","35","1388"
"Jim Edmonds","- - -","111","401","20","53","55","2","13.7 %","20.4 %",".244",".249",".235",".343",".479",".355","111","-2.4","3.3","-13.0","0.3","38","1153"
"Greg Dobbs","Phillies","128","240","9","30","40","3","4.6 %","16.7 %",".190",".330",".301",".333",".491",".354","112","-1.8","1.8","-0.3","0.9","29","2158"
"Justin Upton","Diamondbacks","108","417","15","52","42","1","12.9 %","29.0 %",".213",".332",".250",".353",".463",".352","106","1.8","5.2","-12.8","0.6","20","5222"
"Edwin Encarnacion","Reds","146","582","26","75","68","1","10.5 %","17.5 %",".215",".264",".251",".340",".466",".352","109","1.2","7.6","-10.4","1.6","25","2151"
"Melvin Upton Jr.","Rays","145","640","9","85","67","44","15.2 %","20.9 %",".128",".344",".273",".383",".401",".351","116","3.6","16.0","9.8","4.8","23","5015"
"Torii Hunter","Angels","146","608","21","85","78","19","8.2 %","17.8 %",".189",".312",".278",".344",".466",".351","114","1.5","11.8","-9.2","2.3","32","731"
"Shane Victorino","Phillies","146","627","14","102","58","36","7.2 %","11.0 %",".154",".314",".293",".352",".447",".351","109","8.1","15.6","7.1","4.3","27","1677"
"Mike Cameron","Brewers","120","508","25","69","70","17","10.6 %","28.0 %",".234",".296",".243",".331",".477",".351","112","2.3","9.8","13.9","4.0","35","1070"
"Russell Martin","Dodgers","155","650","13","87","69","18","13.8 %","12.8 %",".116",".309",".280",".385",".396",".350","112","1.4","11.2","16.6","4.9","25","4616"
"Hideki Matsui","Yankees","93","378","9","43","45","0","10.1 %","12.4 %",".131",".320",".294",".370",".424",".349","112","-0.8","4.8","-9.5","0.8","34","1659"
"Cliff Floyd","Rays","80","284","11","32","39","1","9.9 %","20.4 %",".187",".302",".268",".349",".455",".349","114","-1.0","4.0","-8.2","0.5","35","518"
"Ian Stewart","Rockies","81","304","10","33","41","1","9.9 %","30.9 %",".195",".362",".259",".349",".455",".349","101","-0.5","-0.1","0.6","1.0","23","5950"
"Ramon Vazquez","Rangers","105","347","6","44","40","0","11.0 %","19.0 %",".140",".349",".290",".365",".430",".348","108","1.0","4.5","-7.3","0.9","31","1058"
"Todd Helton","Rockies","83","361","7","39","29","0","16.9 %","13.9 %",".124",".298",".264",".391",".388",".348","101","-3.6","-3.3","-2.3","0.6","34","432"
"Kelly Johnson","Braves","150","614","12","86","69","11","8.5 %","18.4 %",".159",".340",".287",".349",".446",".347","110","4.2","11.8","-5.0","2.7","26","2234"
"Jhonny Peralta","Indians","154","664","23","104","89","3","7.2 %","19.0 %",".197",".312",".276",".331",".473",".347","112","-4.8","4.8","5.7","3.3","26","1738"
"Jason Kubel","Twins","141","517","20","74","78","0","9.1 %","17.6 %",".199",".295",".272",".335",".471",".347","112","0.4","8.0","-20.4","0.5","26","2161"
"Casey Blake","- - -","152","601","21","71","81","3","8.2 %","20.0 %",".188",".316",".274",".345",".463",".347","111","-1.6","6.6","-4.0","2.3","34","719"
"Chris Snyder","Diamondbacks","115","404","16","47","64","0","13.9 %","25.0 %",".216",".284",".237",".348",".452",".347","103","-2.1","-0.5","7.7","2.0","27","4606"
"Jorge Cantu","Marlins","155","685","29","92","95","6","5.8 %","16.2 %",".204",".293",".277",".327",".481",".346","107","2.5","8.4","-4.1","2.6","26","2521"
"Mike Lowell","Red Sox","113","468","17","58","73","2","8.1 %","13.0 %",".186",".282",".274",".338",".461",".346","106","-7.4","-4.0","9.5","2.1","34","527"
"Alex Rios","Blue Jays","155","687","15","91","79","32","6.4 %","16.3 %",".170",".331",".291",".337",".461",".346","110","5.0","13.2","18.2","5.5","27","2090"
"Fred Lewis","Giants","133","521","9","81","40","21","9.8 %","23.8 %",".158",".365",".282",".351",".440",".346","107","5.2","9.9","-3.7","2.3","27","4693"
"Randy Winn","Giants","155","667","10","84","64","25","8.8 %","13.2 %",".120",".340",".306",".363",".426",".345","107","9.7","15.5","14.7","5.2","34","1235"
"Eric Hinske","Rays","133","432","20","59","60","10","10.9 %","20.4 %",".218",".270",".247",".333",".465",".345","112","1.3","7.5","-2.5","2.0","30","1305"
"Matt Kemp","Dodgers","155","657","18","93","76","35","7.0 %","23.3 %",".168",".361",".290",".340",".459",".345","109","8.0","15.5","-3.1","3.4","23","5631"
"Luke Scott","Orioles","148","536","23","67","65","2","9.9 %","19.0 %",".215",".280",".257",".336",".472",".345","106","-0.5","3.8","-1.4","2.1","30","3469"
"Kaz Matsui","Astros","96","422","6","58","33","20","8.8 %","12.6 %",".133",".326",".293",".354",".427",".345","109","3.4","8.0","-3.4","1.8","32","1854"
"Cody Ross","Marlins","145","506","22","59","73","6","6.5 %","22.9 %",".228",".299",".260",".316",".488",".344","106","2.7","6.3","12.8","3.5","27","1760"
"Derek Jeter","Yankees","150","668","11","88","69","11","7.8 %","12.7 %",".107",".333",".300",".363",".408",".344","109","-2.4","4.6","6.1","3.3","34","826"
"Marcus Thames","Tigers","103","342","25","50","56","0","7.0 %","27.8 %",".275",".258",".241",".292",".516",".344","107","-2.8","0.2","-18.1","-0.6","31","1523"
"Reed Johnson","Cubs","109","374","6","52","50","5","5.1 %","18.2 %",".117",".360",".303",".358",".420",".344","101","0.8","1.3","1.2","1.5","31","1702"
"Lyle Overbay","Blue Jays","158","630","15","74","69","1","11.7 %","18.4 %",".149",".316",".270",".358",".419",".344","108","-4.6","1.9","-7.6","1.6","31","1617"
"Scott Rolen","Blue Jays","115","467","11","58","50","5","9.9 %","15.2 %",".169",".292",".262",".349",".431",".344","108","-1.5","3.3","7.3","2.6","33","970"
"Cristian Guzman","Nationals","138","612","9","77","55","6","3.8 %","9.3 %",".124",".337",".316",".345",".440",".344","106","-1.6","2.9","5.5","2.8","30","728"
"Sean Casey","Red Sox","69","218","0","14","17","1","7.8 %","11.5 %",".070",".368",".322",".381",".392",".343","104","-2.9","-1.7","-6.4","-0.1","33","314"
"Alex Gordon","Royals","134","571","16","72","59","9","11.6 %","21.0 %",".172",".309",".260",".351",".432",".343","106","4.3","8.2","-1.6","2.6","24","5209"
"Paul Konerko","White Sox","122","514","22","59","62","2","12.6 %","15.6 %",".199",".244",".240",".344",".438",".343","104","-7.1","-4.6","-9.3","0.4","32","242"
"Ryan Church","Mets","90","359","12","54","49","2","9.2 %","23.1 %",".163",".335",".276",".346",".439",".343","108","-0.9","2.6","-0.2","1.4","29","2106"
"Clint Barmes","Rockies","107","417","11","47","44","13","4.1 %","16.5 %",".178",".328",".290",".322",".468",".342","97","0.9","-0.8","4.4","1.7","29","1830"
"Jimmy Rollins","Phillies","137","625","11","76","59","47","9.3 %","8.8 %",".160",".290",".277",".349",".437",".342","104","8.1","11.0","18.8","5.0","29","971"
"Yunel Escobar","Braves","136","587","10","71","60","2","10.1 %","10.6 %",".113",".311",".288",".366",".401",".341","106","-4.2","0.2","8.8","2.8","25","4191"
"Ryan Theriot","Cubs","149","661","1","85","38","22","11.0 %","8.8 %",".052",".339",".307",".387",".359",".341","99","1.3","0.5","8.4","3.0","28","3811"
"Skip Schumaker","Cardinals","153","594","8","87","46","8","7.9 %","10.1 %",".104",".328",".302",".359",".406",".340","106","-1.3","3.2","-4.0","1.8","28","3704"
"Alexei Ramirez","White Sox","136","509","21","65","77","13","3.5 %","12.0 %",".185",".294",".290",".317",".475",".340","102","-0.7","0.3","-8.3","0.9","26","5133"
"Joe Inglett","Blue Jays","109","385","3","45","39","9","7.3 %","11.2 %",".110",".331",".297",".355",".407",".339","105","3.6","6.0","-2.3","1.7","30","7254"
"Scott Hairston","Padres","112","362","17","42","31","3","7.7 %","23.2 %",".230",".282",".248",".312",".479",".339","111","2.0","6.9","3.5","2.2","28","1926"
"Garrett Atkins","Rockies","155","664","21","86","99","1","6.0 %","15.1 %",".165",".308",".286",".328",".452",".338","94","0.2","-4.4","-15.8","0.1","28","1790"
"Hunter Pence","Astros","157","642","25","78","83","11","6.2 %","19.3 %",".197",".301",".269",".318",".466",".338","104","0.1","3.7","4.9","2.9","25","8252"
"Jeff Baker","Rockies","104","333","12","55","48","4","7.8 %","25.5 %",".201",".327",".268",".322",".468",".338","94","1.0","-1.4","-4.8","0.5","27","2073"
"Placido Polanco","Tigers","141","629","8","90","58","7","5.6 %","6.8 %",".110",".319",".307",".350",".417",".338","103","3.3","5.9","2.4","3.0","32","1176"
"Mike Jacobs","Marlins","141","519","32","67","93","1","6.9 %","22.9 %",".266",".260",".247",".299",".514",".338","102","-1.6","-0.5","-26.6","-1.0","27","2231"
"Mark Reynolds","Diamondbacks","152","613","28","87","97","11","10.4 %","33.3 %",".219",".323",".239",".320",".458",".338","97","3.0","1.0","-8.1","1.3","24","7619"
"Ben Francisco","Indians","121","499","15","65","54","4","8.0 %","17.2 %",".172",".297",".266",".332",".438",".338","106","3.2","6.6","-6.8","1.7","26","4677"
"Doug Mientkiewicz","Pirates","125","334","2","37","30","0","13.2 %","8.4 %",".102",".298",".277",".374",".379",".338","103","-2.5","-1.1","-1.9","0.8","34","741"
"Ryan Zimmerman","Nationals","106","466","14","51","51","1","6.7 %","15.2 %",".159",".308",".283",".333",".442",".338","102","-1.0","0.3","4.1","1.9","23","4220"
"Willie Harris","Nationals","140","424","13","58","43","13","11.8 %","15.6 %",".166",".273",".251",".344",".417",".337","102","2.2","3.1","13.6","3.0","30","236"
"David Murphy","Rangers","108","454","15","64","74","7","6.8 %","15.4 %",".190",".295",".275",".321",".465",".337","100","1.7","1.8","0.5","1.8","26","6035"
"Ken Griffey Jr.","- - -","143","575","18","67","71","0","13.6 %","15.5 %",".176",".269",".249",".353",".424",".336","99","-6.0","-6.7","-16.8","-0.5","38","327"
"Adrian Beltre","Mariners","143","612","25","74","77","8","8.2 %","14.7 %",".191",".276",".266",".327",".457",".335","106","0.2","5.0","13.3","3.9","29","639"
"Dioner Navarro","Rays","120","470","7","43","54","0","7.2 %","10.4 %",".112",".318",".295",".349",".407",".335","105","-10.7","-7.8","10.6","1.9","24","3179"
"Joe Crede","White Sox","97","373","17","41","55","0","8.0 %","12.1 %",".212",".238",".248",".314",".460",".335","99","-2.9","-3.5","6.7","1.6","30","227"
"James Loney","Dodgers","161","651","13","66","90","7","6.9 %","13.1 %",".145",".315",".289",".338",".434",".335","102","-5.0","-3.3","-22.0","-0.4","24","4556"
"Chase Headley","Padres","91","368","9","34","38","4","8.2 %","28.3 %",".151",".364",".269",".337",".420",".334","107","0.5","3.9","-12.1","0.4","24","4720"
"Aaron Miles","Cardinals","134","408","4","49","31","3","5.6 %","9.1 %",".082",".342",".317",".355",".398",".334","102","-1.5","-0.5","3.1","1.6","31","1844"
"Ryan Garko","Indians","141","563","14","61","90","0","8.0 %","15.3 %",".131",".300",".273",".346",".404",".333","102","-5.6","-3.9","-17.7","-0.2","27","6319"
"Jay Bruce","Reds","108","452","21","63","52","4","7.3 %","24.3 %",".199",".296",".254",".314",".453",".333","97","1.0","-0.9","-5.1","0.9","21","9892"
"Gabe Gross","- - -","143","399","13","46","40","4","12.5 %","20.6 %",".177",".274",".238",".336",".414",".333","103","0.9","2.4","8.1","2.4","28","2184"
"Coco Crisp","Red Sox","118","409","7","55","41","20","8.6 %","14.4 %",".125",".318",".283",".344",".407",".333","97","4.5","3.1","-0.7","1.6","28","1572"
"Rickie Weeks Jr.","Brewers","129","560","14","89","46","19","11.8 %","20.5 %",".164",".277",".234",".342",".398",".331","99","4.2","3.5","-1.3","2.0","25","1849"
