"","Team Code","Name","Conference Code","Year"
"1",5,"Akron",875,2013
"2",8,"Alabama",911,2013
"3",9,"UAB",24312,2013
"4",28,"Arizona State",905,2013
"5",29,"Arizona",905,2013
"6",30,"Arkansas State",818,2013
"7",31,"Arkansas",911,2013
"8",37,"Auburn",911,2013
"9",47,"Ball State",875,2013
"10",51,"Baylor",25354,2013
"11",66,"Boise State",5486,2013
"12",67,"Boston College",821,2013
"13",71,"Bowling Green",875,2013
"14",77,"BYU",99001,2013
"15",86,"Buffalo",875,2013
"16",96,"Fresno State",5486,2013
"17",107,"California",905,2013
"18",110,"UCLA",905,2013
"19",128,"UCF",823,2013
"20",129,"Central Michigan",875,2013
"21",140,"Cincinnati",823,2013
"22",147,"Clemson",821,2013
"23",156,"Colorado State",5486,2013
"24",157,"Colorado",905,2013
"25",164,"Connecticut",823,2013
"26",193,"Duke",821,2013
"27",196,"East Carolina",24312,2013
"28",204,"Eastern Michigan",875,2013
"29",229,"Florida Atlantic",24312,2013
"30",231,"Florida International",24312,2013
"31",234,"Florida State",821,2013
"32",235,"Florida",911,2013
"33",254,"Georgia State",818,2013
"34",255,"Georgia Tech",821,2013
"35",257,"Georgia",911,2013
"36",277,"Hawai'i",5486,2013
"37",288,"Houston",823,2013
"38",295,"Idaho",99001,2013
"39",301,"Illinois",827,2013
"40",306,"Indiana",827,2013
"41",311,"Iowa State",25354,2013
"42",312,"Iowa",827,2013
"43",327,"Kansas State",25354,2013
"44",328,"Kansas",25354,2013
"45",331,"Kent State",875,2013
"46",334,"Kentucky",911,2013
"47",365,"LSU",911,2013
"48",366,"Louisiana Tech",24312,2013
"49",367,"Louisville",823,2013
"50",388,"Marshall",24312,2013
"51",392,"Maryland",821,2013
"52",400,"Massachusetts",875,2013
"53",404,"Memphis",823,2013
"54",414,"Miami (Ohio)",875,2013
"55",415,"Miami (Florida)",821,2013
"56",416,"Michigan State",827,2013
"57",418,"Michigan",827,2013
"58",419,"Middle Tennessee",24312,2013
"59",428,"Minnesota",827,2013
"60",430,"Mississippi State",911,2013
"61",433,"Mississippi",911,2013
"62",434,"Missouri",911,2013
"63",457,"North Carolina",821,2013
"64",463,"Nebraska",827,2013
"65",465,"UNLV",5486,2013
"66",466,"Nevada",5486,2013
"67",472,"New Mexico State",99001,2013
"68",473,"New Mexico",5486,2013
"69",490,"North Carolina State",821,2013
"70",497,"North Texas",24312,2013
"71",498,"Louisiana-Monroe",818,2013
"72",503,"Northern Illinois",875,2013
"73",509,"Northwestern",827,2013
"74",513,"Notre Dame",99001,2013
"75",518,"Ohio State",827,2013
"76",519,"Ohio",875,2013
"77",521,"Oklahoma State",25354,2013
"78",522,"Oklahoma",25354,2013
"79",528,"Oregon State",905,2013
"80",529,"Oregon",905,2013
"81",539,"Penn State",827,2013
"82",545,"Pittsburgh",821,2013
"83",559,"Purdue",827,2013
"84",574,"Rice",24312,2013
"85",587,"Rutgers",823,2013
"86",626,"San Diego State",5486,2013
"87",630,"San Jose State",5486,2013
"88",646,"South Alabama",818,2013
"89",648,"South Carolina",911,2013
"90",651,"South Florida",823,2013
"91",657,"USC",905,2013
"92",663,"SMU",823,2013
"93",664,"Southern Mississippi",24312,2013
"94",670,"Texas State",818,2013
"95",671,"Louisiana-Lafayette",818,2013
"96",674,"Stanford",905,2013
"97",688,"Syracuse",821,2013
"98",690,"Temple",823,2013
"99",694,"Tennessee",911,2013
"100",697,"Texas A&M",911,2013
"101",698,"TCU",25354,2013
"102",700,"Texas Tech",25354,2013
"103",703,"Texas",25354,2013
"104",704,"UTEP",24312,2013
"105",706,"UTSA",24312,2013
"106",709,"Toledo",875,2013
"107",716,"Troy",818,2013
"108",718,"Tulane",24312,2013
"109",719,"Tulsa",24312,2013
"110",721,"Air Force",5486,2013
"111",725,"Army",99001,2013
"112",726,"Navy",99001,2013
"113",731,"Utah State",5486,2013
"114",732,"Utah",905,2013
"115",736,"Vanderbilt",911,2013
"116",742,"Virginia Tech",821,2013
"117",746,"Virginia",821,2013
"118",749,"Wake Forest",821,2013
"119",754,"Washington State",905,2013
"120",756,"Washington",905,2013
"121",768,"West Virginia",25354,2013
"122",772,"Western Kentucky",818,2013
"123",774,"Western Michigan",875,2013
"124",796,"Wisconsin",827,2013
"125",811,"Wyoming",5486,2013
"126",2,"Abilene Christian",99005,2013
"127",6,"Alabama A&M",916,2013
"128",7,"Alabama St.",916,2013
"129",14,"Albany (N.Y.)",846,2013
"130",17,"Alcorn St.",916,2013
"131",27,"Appalachian State",912,2013
"132",43,"Austin Peay",902,2013
"133",48,"Charleston So.",826,2013
"134",61,"Bethune-Cookman",876,2013
"135",80,"Brown",865,2013
"136",81,"Bryant",846,2013
"137",83,"Bucknell",838,2013
"138",87,"Butler",21451,2013
"139",90,"Cal Poly",825,2013
"140",102,"Sacramento State",825,2013
"141",108,"UC Davis",825,2013
"142",115,"Campbell",21451,2013
"143",127,"Central Conn. St.",846,2013
"144",141,"Citadel",912,2013
"145",149,"Coastal Carolina",826,2013
"146",153,"Colgate",838,2013
"147",158,"Columbia",865,2013
"148",167,"Cornell",865,2013
"149",172,"Dartmouth",865,2013
"150",173,"Davidson",21451,2013
"151",175,"Dayton",21451,2013
"152",178,"Delaware State",876,2013
"153",180,"Delaware",837,2013
"154",189,"Drake",21451,2013
"155",194,"Duquesne",846,2013
"156",201,"Eastern Illinois",902,2013
"157",202,"Eastern Kentucky",902,2013
"158",207,"Eastern Washington",825,2013
"159",228,"Florida A&M",876,2013
"160",236,"Fordham",838,2013
"161",244,"Furman",912,2013
"162",251,"Georgetown",838,2013
"163",253,"Georgia Southern",912,2013
"164",261,"Grambling",916,2013
"165",270,"Hampton",876,2013
"166",275,"Harvard",865,2013
"167",285,"Holy Cross",838,2013
"168",290,"Howard",876,2013
"169",294,"Idaho State",825,2013
"170",299,"Illinois State",853,2013
"171",305,"Indiana State",853,2013
"172",314,"Jackson State",916,2013
"173",315,"Jacksonville State",902,2013
"174",316,"Jacksonville",21451,2013
"175",317,"James Madison",837,2013
"176",342,"Lafayette",838,2013
"177",346,"Lamar",914,2013
"178",352,"Lehigh",838,2013
"179",355,"Liberty",826,2013
"180",380,"Maine",837,2013
"181",386,"Marist",21451,2013
"182",402,"McNeese State",914,2013
"183",432,"Mississippi Valley State",916,2013
"184",439,"Monmouth",846,2013
"185",440,"Montana State",825,2013
"186",441,"Montana",825,2013
"187",444,"Morehead State",21451,2013
"188",446,"Morgan State",876,2013
"189",454,"Murray State",902,2013
"190",469,"New Hampshire",837,2013
"191",483,"Nicholls State",914,2013
"192",485,"Norfolk State",876,2013
"193",488,"North Carolina A&T",876,2013
"194",489,"N.C. Central",876,2013
"195",493,"North Dakota State",853,2013
"196",494,"North Dakota",825,2013
"197",501,"Northern Arizona",825,2013
"198",502,"Northern Colorado",825,2013
"199",504,"Northern Iowa",853,2013
"200",508,"Northwestern State",914,2013
"201",523,"Old Dominion",837,2013
"202",540,"Pennsylvania",865,2013
"203",550,"Portland State",825,2013
"204",553,"Prairie View A&M",916,2013
"205",554,"Princeton",865,2013
"206",572,"Rhode Island",837,2013
"207",575,"Richmond",837,2013
"208",579,"Robert Morris",846,2013
"209",590,"Sacred Heart",846,2013
"210",600,"St. Francis (Pa.)",846,2013
"211",624,"Sam Houston State",914,2013
"212",625,"Samford",912,2013
"213",627,"San Diego",21451,2013
"214",632,"Savannah State",876,2013
"215",647,"South Carolina State",876,2013
"216",649,"South Dakota State",853,2013
"217",650,"South Dakota",853,2013
"218",654,"Southeast Missouri State",902,2013
"219",655,"Southeastern Louisiana",914,2013
"220",659,"Southern Illinois",853,2013
"221",665,"Southern University",916,2013
"222",667,"Southern Utah",825,2013
"223",669,"Missouri State",853,2013
"224",676,"Stephen F. Austin",914,2013
"225",683,"Stony Brook",826,2013
"226",691,"Tennessee State",902,2013
"227",692,"Tennessee Tech",902,2013
"228",693,"Chattanooga",912,2013
"229",695,"Tennessee-Martin",902,2013
"230",699,"Texas Southern",916,2013
"231",711,"Towson",837,2013
"232",735,"Valparaiso",21451,2013
"233",739,"Villanova",837,2013
"234",741,"Virginia Military",826,2013
"235",748,"Wagner",846,2013
"236",758,"Weber State",825,2013
"237",769,"Western Carolina",912,2013
"238",771,"Western Illinois",853,2013
"239",786,"William & Mary",837,2013
"240",813,"Yale",865,2013
"241",817,"Youngstown State",853,2013
"242",1004,"Central Arkansas",914,2013
"243",1068,"Elon",912,2013
"244",1092,"Gardner-Webb",826,2013
"245",1320,"Presbyterian",826,2013
"246",2678,"Arkansas-Pine Bluff",916,2013
"247",2915,"Wofford",912,2013
"248",5,"Akron",875,2012
"249",8,"Alabama",911,2012
"250",9,"UAB",24312,2012
"251",28,"Arizona State",905,2012
"252",29,"Arizona",905,2012
"253",30,"Arkansas State",818,2012
"254",31,"Arkansas",911,2012
"255",37,"Auburn",911,2012
"256",47,"Ball State",875,2012
"257",51,"Baylor",25354,2012
"258",66,"Boise State",5486,2012
"259",67,"Boston College",821,2012
"260",71,"Bowling Green",875,2012
"261",77,"BYU",99001,2012
"262",86,"Buffalo",875,2012
"263",96,"Fresno State",5486,2012
"264",107,"California",905,2012
"265",110,"UCLA",905,2012
"266",128,"UCF",24312,2012
"267",129,"Central Michigan",875,2012
"268",140,"Cincinnati",823,2012
"269",147,"Clemson",821,2012
"270",156,"Colorado State",5486,2012
"271",157,"Colorado",905,2012
"272",164,"Connecticut",823,2012
"273",193,"Duke",821,2012
"274",196,"East Carolina",24312,2012
"275",204,"Eastern Michigan",875,2012
"276",229,"Florida Atlantic",818,2012
"277",231,"Florida International",818,2012
"278",234,"Florida State",821,2012
"279",235,"Florida",911,2012
"280",255,"Georgia Tech",821,2012
"281",257,"Georgia",911,2012
"282",277,"Hawai'i",5486,2012
"283",288,"Houston",24312,2012
"284",295,"Idaho",923,2012
"285",301,"Illinois",827,2012
"286",306,"Indiana",827,2012
"287",311,"Iowa State",25354,2012
"288",312,"Iowa",827,2012
"289",327,"Kansas State",25354,2012
"290",328,"Kansas",25354,2012
"291",331,"Kent State",875,2012
"292",334,"Kentucky",911,2012
"293",365,"LSU",911,2012
"294",366,"Louisiana Tech",923,2012
"295",367,"Louisville",823,2012
"296",388,"Marshall",24312,2012
"297",392,"Maryland",821,2012
"298",400,"Massachusetts",875,2012
"299",404,"Memphis",24312,2012
"300",414,"Miami (Ohio)",875,2012
"301",415,"Miami (Florida)",821,2012
"302",416,"Michigan State",827,2012
"303",418,"Michigan",827,2012
"304",419,"Middle Tennessee",818,2012
"305",428,"Minnesota",827,2012
"306",430,"Mississippi State",911,2012
"307",433,"Mississippi",911,2012
"308",434,"Missouri",911,2012
"309",457,"North Carolina",821,2012
"310",463,"Nebraska",827,2012
"311",465,"UNLV",5486,2012
"312",466,"Nevada",5486,2012
"313",472,"New Mexico State",923,2012
"314",473,"New Mexico",5486,2012
"315",490,"North Carolina State",821,2012
"316",497,"North Texas",818,2012
"317",498,"Louisiana-Monroe",818,2012
"318",503,"Northern Illinois",875,2012
"319",509,"Northwestern",827,2012
"320",513,"Notre Dame",99001,2012
"321",518,"Ohio State",827,2012
"322",519,"Ohio",875,2012
"323",521,"Oklahoma State",25354,2012
"324",522,"Oklahoma",25354,2012
"325",528,"Oregon State",905,2012
"326",529,"Oregon",905,2012
"327",539,"Penn State",827,2012
"328",545,"Pittsburgh",823,2012
"329",559,"Purdue",827,2012
"330",574,"Rice",24312,2012
"331",587,"Rutgers",823,2012
"332",626,"San Diego State",5486,2012
"333",630,"San Jose State",923,2012
"334",646,"South Alabama",818,2012
"335",648,"South Carolina",911,2012
"336",651,"South Florida",823,2012
"337",657,"USC",905,2012
"338",663,"SMU",24312,2012
"339",664,"Southern Mississippi",24312,2012
"340",670,"Texas State",923,2012
"341",671,"Louisiana-Lafayette",818,2012
"342",674,"Stanford",905,2012
"343",688,"Syracuse",823,2012
"344",690,"Temple",823,2012
"345",694,"Tennessee",911,2012
"346",697,"Texas A&M",911,2012
"347",698,"TCU",25354,2012
"348",700,"Texas Tech",25354,2012
"349",703,"Texas",25354,2012
"350",704,"UTEP",24312,2012
"351",706,"UTSA",923,2012
"352",709,"Toledo",875,2012
"353",716,"Troy",818,2012
"354",718,"Tulane",24312,2012
"355",719,"Tulsa",24312,2012
"356",721,"Air Force",5486,2012
"357",725,"Army",99001,2012
"358",726,"Navy",99001,2012
"359",731,"Utah State",923,2012
"360",732,"Utah",905,2012
"361",736,"Vanderbilt",911,2012
"362",742,"Virginia Tech",821,2012
"363",746,"Virginia",821,2012
"364",749,"Wake Forest",821,2012
"365",754,"Washington State",905,2012
"366",756,"Washington",905,2012
"367",768,"West Virginia",25354,2012
"368",772,"Western Kentucky",818,2012
"369",774,"Western Michigan",875,2012
"370",796,"Wisconsin",827,2012
"371",811,"Wyoming",5486,2012
"372",6,"Alabama A&M",916,2012
"373",7,"Alabama St.",916,2012
"374",14,"Albany (N.Y.)",846,2012
"375",17,"Alcorn St.",916,2012
"376",27,"Appalachian State",912,2012
"377",43,"Austin Peay",902,2012
"378",48,"Charleston So.",826,2012
"379",61,"Bethune-Cookman",876,2012
"380",80,"Brown",865,2012
"381",81,"Bryant",846,2012
"382",83,"Bucknell",838,2012
"383",87,"Butler",21451,2012
"384",90,"Cal Poly",99005,2012
"385",102,"Sacramento State",825,2012
"386",108,"UC Davis",99005,2012
"387",115,"Campbell",21451,2012
"388",127,"Central Conn. St.",846,2012
"389",141,"Citadel",912,2012
"390",149,"Coastal Carolina",826,2012
"391",153,"Colgate",838,2012
"392",158,"Columbia",865,2012
"393",167,"Cornell",865,2012
"394",172,"Dartmouth",865,2012
"395",173,"Davidson",21451,2012
"396",175,"Dayton",21451,2012
"397",178,"Delaware State",876,2012
"398",180,"Delaware",837,2012
"399",189,"Drake",21451,2012
"400",194,"Duquesne",846,2012
"401",201,"Eastern Illinois",902,2012
"402",202,"Eastern Kentucky",902,2012
"403",207,"Eastern Washington",825,2012
"404",228,"Florida A&M",876,2012
"405",236,"Fordham",838,2012
"406",244,"Furman",912,2012
"407",251,"Georgetown",838,2012
"408",253,"Georgia Southern",912,2012
"409",254,"Georgia State",99005,2012
"410",261,"Grambling",916,2012
"411",270,"Hampton",876,2012
"412",275,"Harvard",865,2012
"413",285,"Holy Cross",838,2012
"414",290,"Howard",876,2012
"415",294,"Idaho State",825,2012
"416",299,"Illinois State",853,2012
"417",305,"Indiana State",853,2012
"418",314,"Jackson State",916,2012
"419",315,"Jacksonville State",902,2012
"420",316,"Jacksonville",21451,2012
"421",317,"James Madison",837,2012
"422",342,"Lafayette",838,2012
"423",346,"Lamar",914,2012
"424",352,"Lehigh",838,2012
"425",355,"Liberty",826,2012
"426",380,"Maine",837,2012
"427",386,"Marist",21451,2012
"428",402,"McNeese State",914,2012
"429",432,"Mississippi Valley State",916,2012
"430",439,"Monmouth",846,2012
"431",440,"Montana State",825,2012
"432",441,"Montana",825,2012
"433",444,"Morehead State",21451,2012
"434",446,"Morgan State",876,2012
"435",454,"Murray State",902,2012
"436",469,"New Hampshire",837,2012
"437",483,"Nicholls State",914,2012
"438",485,"Norfolk State",876,2012
"439",488,"North Carolina A&T",876,2012
"440",489,"N.C. Central",876,2012
"441",493,"North Dakota State",853,2012
"442",494,"North Dakota",99005,2012
"443",501,"Northern Arizona",825,2012
"444",502,"Northern Colorado",825,2012
"445",504,"Northern Iowa",853,2012
"446",508,"Northwestern State",914,2012
"447",523,"Old Dominion",837,2012
"448",540,"Pennsylvania",865,2012
"449",550,"Portland State",825,2012
"450",553,"Prairie View",916,2012
"451",554,"Princeton",865,2012
"452",572,"Rhode Island",837,2012
"453",575,"Richmond",837,2012
"454",579,"Robert Morris",846,2012
"455",590,"Sacred Heart",846,2012
"456",600,"St. Francis (Pa.)",846,2012
"457",624,"Sam Houston State",914,2012
"458",625,"Samford",912,2012
"459",627,"San Diego",21451,2012
"460",632,"Savannah State",876,2012
"461",647,"South Carolina State",876,2012
"462",649,"South Dakota State",853,2012
"463",650,"South Dakota",99005,2012
"464",654,"Southeast Missouri State",902,2012
"465",655,"Southeastern Louisiana",914,2012
"466",659,"Southern Illinois",853,2012
"467",665,"Southern University",916,2012
"468",667,"Southern Utah",99005,2012
"469",669,"Missouri State",853,2012
"470",676,"Stephen F. Austin",914,2012
"471",683,"Stony Brook",826,2012
"472",691,"Tennessee State",902,2012
"473",692,"Tennessee Tech",902,2012
"474",693,"Chattanooga",912,2012
"475",695,"Tennessee-Martin",902,2012
"476",699,"Texas Southern",916,2012
"477",711,"Towson",837,2012
"478",735,"Valparaiso",21451,2012
"479",739,"Villanova",837,2012
"480",741,"Virginia Military",826,2012
"481",748,"Wagner",846,2012
"482",758,"Weber State",825,2012
"483",769,"Western Carolina",912,2012
"484",771,"Western Illinois",853,2012
"485",786,"William & Mary",837,2012
"486",813,"Yale",865,2012
"487",817,"Youngstown State",853,2012
"488",1004,"Central Arkansas",914,2012
"489",1068,"Elon",912,2012
"490",1092,"Gardner-Webb",826,2012
"491",1320,"Presbyterian",826,2012
"492",2678,"Ark.-Pine Bluff",916,2012
"493",2915,"Wofford",912,2012
"494",5,"Akron",875,2011
"495",8,"Alabama",911,2011
"496",9,"UAB",24312,2011
"497",28,"Arizona State",905,2011
"498",29,"Arizona",905,2011
"499",30,"Arkansas State",818,2011
"500",31,"Arkansas",911,2011
"501",37,"Auburn",911,2011
"502",47,"Ball State",875,2011
"503",51,"Baylor",25354,2011
"504",66,"Boise State",5486,2011
"505",67,"Boston College",821,2011
"506",71,"Bowling Green",875,2011
"507",77,"BYU",99001,2011
"508",86,"Buffalo",875,2011
"509",96,"Fresno State",923,2011
"510",107,"California",905,2011
"511",110,"UCLA",905,2011
"512",128,"UCF",24312,2011
"513",129,"Central Michigan",875,2011
"514",140,"Cincinnati",823,2011
"515",147,"Clemson",821,2011
"516",156,"Colorado State",5486,2011
"517",157,"Colorado",905,2011
"518",164,"Connecticut",823,2011
"519",193,"Duke",821,2011
"520",196,"East Carolina",24312,2011
"521",204,"Eastern Michigan",875,2011
"522",229,"Florida Atlantic",818,2011
"523",231,"Florida International",818,2011
"524",234,"Florida State",821,2011
"525",235,"Florida",911,2011
"526",255,"Georgia Tech",821,2011
"527",257,"Georgia",911,2011
"528",277,"Hawai'i",923,2011
"529",288,"Houston",24312,2011
"530",295,"Idaho",923,2011
"531",301,"Illinois",827,2011
"532",306,"Indiana",827,2011
"533",311,"Iowa State",25354,2011
"534",312,"Iowa",827,2011
"535",327,"Kansas State",25354,2011
"536",328,"Kansas",25354,2011
"537",331,"Kent State",875,2011
"538",334,"Kentucky",911,2011
"539",365,"LSU",911,2011
"540",366,"Louisiana Tech",923,2011
"541",367,"Louisville",823,2011
"542",388,"Marshall",24312,2011
"543",392,"Maryland",821,2011
"544",404,"Memphis",24312,2011
"545",414,"Miami (Ohio)",875,2011
"546",415,"Miami (Florida)",821,2011
"547",416,"Michigan State",827,2011
"548",418,"Michigan",827,2011
"549",419,"Middle Tennessee",818,2011
"550",428,"Minnesota",827,2011
"551",430,"Mississippi State",911,2011
"552",433,"Mississippi",911,2011
"553",434,"Missouri",25354,2011
"554",457,"North Carolina",821,2011
"555",463,"Nebraska",827,2011
"556",465,"UNLV",5486,2011
"557",466,"Nevada",923,2011
"558",472,"New Mexico State",923,2011
"559",473,"New Mexico",5486,2011
"560",490,"North Carolina State",821,2011
"561",497,"North Texas",818,2011
"562",498,"Louisiana-Monroe",818,2011
"563",503,"Northern Illinois",875,2011
"564",509,"Northwestern",827,2011
"565",513,"Notre Dame",99001,2011
"566",518,"Ohio State",827,2011
"567",519,"Ohio",875,2011
"568",521,"Oklahoma State",25354,2011
"569",522,"Oklahoma",25354,2011
"570",528,"Oregon State",905,2011
"571",529,"Oregon",905,2011
"572",539,"Penn State",827,2011
"573",545,"Pittsburgh",823,2011
"574",559,"Purdue",827,2011
"575",574,"Rice",24312,2011
"576",587,"Rutgers",823,2011
"577",626,"San Diego State",5486,2011
"578",630,"San Jose State",923,2011
"579",648,"South Carolina",911,2011
"580",651,"South Florida",823,2011
"581",657,"USC",905,2011
"582",663,"SMU",24312,2011
"583",664,"Southern Mississippi",24312,2011
"584",671,"Louisiana-Lafayette",818,2011
"585",674,"Stanford",905,2011
"586",688,"Syracuse",823,2011
"587",690,"Temple",875,2011
"588",694,"Tennessee",911,2011
"589",697,"Texas A&M",25354,2011
"590",698,"TCU",5486,2011
"591",700,"Texas Tech",25354,2011
"592",703,"Texas",25354,2011
"593",704,"UTEP",24312,2011
"594",709,"Toledo",875,2011
"595",716,"Troy",818,2011
"596",718,"Tulane",24312,2011
"597",719,"Tulsa",24312,2011
"598",721,"Air Force",5486,2011
"599",725,"Army",99001,2011
"600",726,"Navy",99001,2011
"601",731,"Utah State",923,2011
"602",732,"Utah",905,2011
"603",736,"Vanderbilt",911,2011
"604",742,"Virginia Tech",821,2011
"605",746,"Virginia",821,2011
"606",749,"Wake Forest",821,2011
"607",754,"Washington State",905,2011
"608",756,"Washington",905,2011
"609",768,"West Virginia",823,2011
"610",772,"Western Kentucky",818,2011
"611",774,"Western Michigan",875,2011
"612",796,"Wisconsin",827,2011
"613",811,"Wyoming",5486,2011
"614",6,"Alabama A&M",916,2011
"615",7,"Alabama St.",916,2011
"616",14,"Albany (N.Y.)",846,2011
"617",17,"Alcorn St.",916,2011
"618",27,"Appalachian State",912,2011
"619",43,"Austin Peay",902,2011
"620",48,"Charleston So.",826,2011
"621",61,"Bethune-Cookman",876,2011
"622",80,"Brown",865,2011
"623",81,"Bryant",846,2011
"624",83,"Bucknell",838,2011
"625",87,"Butler",21451,2011
"626",90,"Cal Poly",99005,2011
"627",102,"Sacramento State",825,2011
"628",108,"UC Davis",99005,2011
"629",115,"Campbell",21451,2011
"630",127,"Central Conn. St.",846,2011
"631",141,"Citadel",912,2011
"632",149,"Coastal Carolina",826,2011
"633",153,"Colgate",838,2011
"634",158,"Columbia",865,2011
"635",167,"Cornell",865,2011
"636",172,"Dartmouth",865,2011
"637",173,"Davidson",21451,2011
"638",175,"Dayton",21451,2011
"639",178,"Delaware State",876,2011
"640",180,"Delaware",837,2011
"641",189,"Drake",21451,2011
"642",194,"Duquesne",846,2011
"643",201,"Eastern Illinois",902,2011
"644",202,"Eastern Kentucky",902,2011
"645",207,"Eastern Washington",825,2011
"646",228,"Florida A&M",876,2011
"647",236,"Fordham",838,2011
"648",244,"Furman",912,2011
"649",251,"Georgetown",838,2011
"650",253,"Georgia Southern",912,2011
"651",254,"Georgia State",99005,2011
"652",261,"Grambling",916,2011
"653",270,"Hampton",876,2011
"654",275,"Harvard",865,2011
"655",285,"Holy Cross",838,2011
"656",290,"Howard",876,2011
"657",294,"Idaho State",825,2011
"658",299,"Illinois State",853,2011
"659",305,"Indiana State",853,2011
"660",314,"Jackson State",916,2011
"661",315,"Jacksonville State",902,2011
"662",316,"Jacksonville",21451,2011
"663",317,"James Madison",837,2011
"664",342,"Lafayette",838,2011
"665",346,"Lamar",914,2011
"666",352,"Lehigh",838,2011
"667",355,"Liberty",826,2011
"668",380,"Maine",837,2011
"669",386,"Marist",21451,2011
"670",400,"Massachusetts",837,2011
"671",402,"McNeese State",914,2011
"672",432,"Mississippi Valley State",916,2011
"673",439,"Monmouth",846,2011
"674",440,"Montana State",825,2011
"675",441,"Montana",825,2011
"676",444,"Morehead State",21451,2011
"677",446,"Morgan State",876,2011
"678",454,"Murray State",902,2011
"679",469,"New Hampshire",837,2011
"680",483,"Nicholls State",914,2011
"681",485,"Norfolk State",876,2011
"682",488,"North Carolina A&T",876,2011
"683",489,"N.C. Central",876,2011
"684",493,"North Dakota State",853,2011
"685",494,"North Dakota",99005,2011
"686",501,"Northern Arizona",825,2011
"687",502,"Northern Colorado",825,2011
"688",504,"Northern Iowa",853,2011
"689",508,"Northwestern State",914,2011
"690",523,"Old Dominion",837,2011
"691",540,"Pennsylvania",865,2011
"692",550,"Portland State",825,2011
"693",553,"Prairie View",916,2011
"694",554,"Princeton",865,2011
"695",572,"Rhode Island",837,2011
"696",575,"Richmond",837,2011
"697",579,"Robert Morris",846,2011
"698",590,"Sacred Heart",846,2011
"699",600,"St. Francis (Pa.)",846,2011
"700",624,"Sam Houston State",914,2011
"701",625,"Samford",912,2011
"702",627,"San Diego",21451,2011
"703",632,"Savannah State",876,2011
"704",646,"South Alabama",99005,2011
"705",647,"South Carolina State",876,2011
"706",649,"South Dakota State",853,2011
"707",650,"South Dakota",99005,2011
"708",654,"Southeast Missouri State",902,2011
"709",655,"Southeastern Louisiana",914,2011
"710",659,"Southern Illinois",853,2011
"711",665,"Southern University",916,2011
"712",667,"Southern Utah",99005,2011
"713",669,"Missouri State",853,2011
"714",670,"Texas State",99005,2011
"715",676,"Stephen F. Austin",914,2011
"716",683,"Stony Brook",826,2011
"717",691,"Tennessee State",902,2011
"718",692,"Tennessee Tech",902,2011
"719",693,"Chattanooga",912,2011
"720",695,"Tennessee-Martin",902,2011
"721",699,"Texas Southern",916,2011
"722",706,"UTSA",99005,2011
"723",711,"Towson",837,2011
"724",735,"Valparaiso",21451,2011
"725",739,"Villanova",837,2011
"726",741,"Virginia Military",826,2011
"727",748,"Wagner",846,2011
"728",758,"Weber State",825,2011
"729",769,"Western Carolina",912,2011
"730",771,"Western Illinois",853,2011
"731",786,"William & Mary",837,2011
"732",813,"Yale",865,2011
"733",817,"Youngstown State",853,2011
"734",1004,"Central Arkansas",914,2011
"735",1068,"Elon",912,2011
"736",1092,"Gardner-Webb",826,2011
"737",1320,"Presbyterian",826,2011
"738",2678,"Ark.-Pine Bluff",916,2011
"739",2915,"Wofford",912,2011
"740",5,"Akron",875,2010
"741",8,"Alabama",911,2010
"742",9,"UAB",24312,2010
"743",28,"Arizona State",905,2010
"744",29,"Arizona",905,2010
"745",30,"Arkansas State",818,2010
"746",31,"Arkansas",911,2010
"747",37,"Auburn",911,2010
"748",47,"Ball State",875,2010
"749",51,"Baylor",25354,2010
"750",66,"Boise State",923,2010
"751",67,"Boston College",821,2010
"752",71,"Bowling Green",875,2010
"753",77,"BYU",5486,2010
"754",86,"Buffalo",875,2010
"755",96,"Fresno State",923,2010
"756",107,"California",905,2010
"757",110,"UCLA",905,2010
"758",128,"UCF",24312,2010
"759",129,"Central Michigan",875,2010
"760",140,"Cincinnati",823,2010
"761",147,"Clemson",821,2010
"762",156,"Colorado State",5486,2010
"763",157,"Colorado",25354,2010
"764",164,"Connecticut",823,2010
"765",193,"Duke",821,2010
"766",196,"East Carolina",24312,2010
"767",204,"Eastern Michigan",875,2010
"768",229,"Florida Atlantic",818,2010
"769",231,"Florida International",818,2010
"770",234,"Florida State",821,2010
"771",235,"Florida",911,2010
"772",255,"Georgia Tech",821,2010
"773",257,"Georgia",911,2010
"774",277,"Hawai'i",923,2010
"775",288,"Houston",24312,2010
"776",295,"Idaho",923,2010
"777",301,"Illinois",827,2010
"778",306,"Indiana",827,2010
"779",311,"Iowa State",25354,2010
"780",312,"Iowa",827,2010
"781",327,"Kansas State",25354,2010
"782",328,"Kansas",25354,2010
"783",331,"Kent State",875,2010
"784",334,"Kentucky",911,2010
"785",365,"LSU",911,2010
"786",366,"Louisiana Tech",923,2010
"787",367,"Louisville",823,2010
"788",388,"Marshall",24312,2010
"789",392,"Maryland",821,2010
"790",404,"Memphis",24312,2010
"791",414,"Miami (Ohio)",875,2010
"792",415,"Miami (Florida)",821,2010
"793",416,"Michigan State",827,2010
"794",418,"Michigan",827,2010
"795",419,"Middle Tennessee",818,2010
"796",428,"Minnesota",827,2010
"797",430,"Mississippi State",911,2010
"798",433,"Mississippi",911,2010
"799",434,"Missouri",25354,2010
"800",457,"North Carolina",821,2010
"801",463,"Nebraska",25354,2010
"802",465,"UNLV",5486,2010
"803",466,"Nevada",923,2010
